[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zshana	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pleb	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Pleb	
[4/15/23 06:19AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Pleb	
[4/15/23 06:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pleb	
[4/15/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pleb	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pleb	
[4/15/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pleb	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pleb	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pleb	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/15/23 06:44AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Pleb	
[4/16/23 03:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pleb	
[4/16/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pleb	
[4/16/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Goalz	
[4/16/23 04:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Goalz	
[4/16/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kriipz	
[4/16/23 04:45AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kriipz	
[4/16/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Jj Fly	
[4/16/23 04:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jj Fly	
[4/16/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pleb	
[4/16/23 04:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pleb	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 04:51AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Pleb	
[4/16/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 04:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 04:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 04:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:00AM] Player picked up item: Coin, id: 995, amount: 1265265, owner: Pleb	
[4/16/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pleb	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:25AM] Player picked up item: Coin, id: 995, amount: 1539269, owner: Pleb	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pleb	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:47AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pleb	
[4/16/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pleb	
[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pleb	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pleb	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pleb	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 1706571, owner: Pleb	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:00AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pleb	
[4/16/23 06:00AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pleb	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pleb	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pleb	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pleb	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pleb	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pleb	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pleb	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1334169, owner: Pleb	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2357285, owner: Pleb	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1904586, owner: Pleb	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2012995, owner: Pleb	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
