[4/19/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Darkvi	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rayquaza	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rayquaza	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 900, owner: Rayquaza	
[4/19/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rayquaza	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rayquaza	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rayquaza	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rayquaza	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rayquaza	
[4/19/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 12:47PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 12:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rayquaza	
[4/19/23 12:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Rayquaza	
[4/19/23 01:00PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rayquaza	
[4/19/23 01:00PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rayquaza	
[4/19/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rayquaza	
[4/19/23 01:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 01:00PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Rayquaza	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 700, owner: Rayquaza	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 700, owner: Rayquaza	
[4/19/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 01:07PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Rayquaza	
[4/19/23 01:08PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Rayquaza	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 2289734, owner: Rayquaza	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rayquaza	
[4/19/23 01:16PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Rayquaza	
[4/19/23 01:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Rayquaza	
[4/19/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 600, owner: Rayquaza	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rayquaza	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rayquaza	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rayquaza	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rayquaza	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rayquaza	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rayquaza	
[4/19/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 01:26PM] Player picked up item: Coin, id: 995, amount: 700, owner: Rayquaza	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Rayquaza	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 900, owner: Rayquaza	
[4/19/23 01:29PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Rayquaza	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 800, owner: Rayquaza	
[4/19/23 01:32PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rayquaza	
[4/19/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 01:32PM] Player picked up item: Coin, id: 995, amount: 800, owner: Rayquaza	
[4/19/23 01:37PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rayquaza	
[4/19/23 01:37PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rayquaza	
[4/19/23 01:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 01:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1461509, owner: Rayquaza	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rayquaza	
[4/19/23 01:49PM] Player picked up item: Coin, id: 995, amount: 900, owner: Rayquaza	
[4/19/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 01:50PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Rayquaza	
[4/19/23 01:51PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Rayquaza	
[4/19/23 01:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Rayquaza	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rayquaza	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rayquaza	
[4/19/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Rayquaza	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rayquaza	
[4/19/23 05:49PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Rayquaza	
[4/19/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 05:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rayquaza	
[4/19/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 05:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Rayquaza	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 700, owner: Rayquaza	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 06:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 06:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 06:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 06:05PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Rayquaza	
[4/19/23 06:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rayquaza	
[4/19/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 06:09PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rayquaza	
[4/19/23 06:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rayquaza	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rayquaza	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rayquaza	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rayquaza	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rayquaza	
[4/19/23 06:15PM] Player picked up item: Coin, id: 995, amount: 2132416, owner: Rayquaza	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rayquaza	
[4/19/23 06:16PM] Player picked up item: Coin, id: 995, amount: 3965018, owner: Rayquaza	
[4/19/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rayquaza	
[4/19/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Rayquaza	
[4/19/23 06:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rayquaza	
[4/19/23 06:22PM] Player picked up item: Coin, id: 995, amount: 700, owner: Rayquaza	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rayquaza	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rayquaza	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rayquaza	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Rayquaza	
[4/19/23 06:29PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Rayquaza	
[4/19/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rayquaza	
[4/19/23 06:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rayquaza	
[4/19/23 06:29PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Rayquaza	
[4/19/23 06:30PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rayquaza	
[4/19/23 06:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rayquaza	
[4/19/23 06:43PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rayquaza	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rayquaza	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rayquaza	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rayquaza	
[4/19/23 08:05PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 08:05PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
