[4/20/23 04:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: 2	
[4/20/23 04:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:36AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:36AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: 2	
[4/20/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:38AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 2	
[4/20/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:39AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: 2	
[4/20/23 04:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: 2	
[4/20/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:43AM] Player picked up item: Slayer ticket, id: 5023, amount: 27, owner: 2	
[4/20/23 04:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 04:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 04:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: 2	
[4/20/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2	
[4/20/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: 2	
[4/20/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2	
[4/20/23 05:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 2	
[4/20/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2	
[4/20/23 05:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: 2	
[4/20/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2	
[4/20/23 05:17AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: 2	
[4/20/23 05:18AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: 2	
[4/20/23 05:18AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: 2	
