[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 2095345, owner: Bokzty	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bokzty	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokzty	
[4/19/23 01:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bokzty	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Bokzty	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Bokzty	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2066881, owner: Bokzty	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bokzty	
[4/19/23 01:50PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bokzty	
[4/19/23 01:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bokzty	
[4/19/23 01:50PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Bokzty	
[4/19/23 01:50PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bokzty	
[4/19/23 01:50PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Bokzty	
[4/19/23 01:52PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Bokzty	
[4/19/23 01:52PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Bokzty	
[4/19/23 01:52PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bokzty	
[4/19/23 01:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokzty	
[4/19/23 01:57PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokzty	
[4/20/23 05:49AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Bokzty	
[4/20/23 05:52AM] Player picked up item: Coin, id: 995, amount: 2398369, owner: Bokzty	
[4/20/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bokzty	
[4/20/23 05:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bokzty	
[4/20/23 05:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bokzty	
[4/20/23 05:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bokzty	
[4/20/23 05:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bokzty	
[4/20/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bokzty	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bokzty	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Bokzty	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bokzty	
[4/20/23 06:02AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bokzty	
[4/20/23 06:39AM] Player picked up item: Nagi Ballista, id: 21055, amount: 1, owner: Bokzty	
[4/24/23 10:57AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Norman	
