[4/18/23 01:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jokerjambo	
[4/18/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Jokerjambo	
[4/18/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:49PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jokerjambo	
[4/18/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jokerjambo	
[4/18/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jokerjambo	
[4/18/23 01:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jokerjambo	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Jokerjambo	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Jokerjambo	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jokerjambo	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jokerjambo	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jokerjambo	
[4/18/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jokerjambo	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Jokerjambo	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:06PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jokerjambo	
[4/18/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jokerjambo	
[4/18/23 02:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jokerjambo	
[4/18/23 02:12PM] Player picked up item: Coin, id: 995, amount: 2337073, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jokerjambo	
[4/18/23 02:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jokerjambo	
[4/18/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jokerjambo	
[4/18/23 02:28PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jokerjambo	
[4/18/23 02:30PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jokerjambo	
[4/18/23 02:34PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Jokerjambo	
[4/18/23 02:36PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Jokerjambo	
[4/18/23 02:36PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Jokerjambo	
[4/18/23 02:36PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jokerjambo	
[4/18/23 02:40PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jokerjambo	
[4/18/23 02:40PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jokerjambo	
[4/18/23 02:40PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jokerjambo	
[4/18/23 02:50PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jokerjambo	
[4/18/23 02:50PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jokerjambo	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jokerjambo	
[4/18/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jokerjambo	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jokerjambo	
[4/18/23 02:57PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jokerjambo	
[4/18/23 03:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jokerjambo	
[4/18/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jokerjambo	
[4/18/23 03:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jokerjambo	
[4/18/23 03:42PM] Player picked up item: Coin, id: 995, amount: 4034979, owner: Jokerjambo	
[4/18/23 03:42PM] Player picked up item: Coin, id: 995, amount: 2135001, owner: Jokerjambo	
[4/18/23 03:47PM] Player picked up item: Unknown Boots, id: 21047, amount: 1, owner: Like My Peep	
[4/18/23 03:48PM] Player picked up item: Gold Body, id: 11184, amount: 1, owner: Like My Peep	
[4/18/23 04:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jokerjambo	
[4/18/23 04:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jokerjambo	
[4/18/23 04:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jokerjambo	
[4/23/23 02:59AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: 808	
