[4/21/23 06:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bully	
[4/21/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bully	
[4/21/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bully	
[4/21/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bully	
[4/21/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bully	
[4/21/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bully	
[4/21/23 06:35AM] Player picked up item: Coin, id: 995, amount: 3004528, owner: Bully	
[4/21/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bully	
[4/21/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bully	
[4/21/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bully	
[4/21/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bully	
[4/21/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bully	
[4/21/23 06:50AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Bully	
[4/21/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Bully	
[4/21/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:50AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Bully	
[4/21/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:53AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bully	
[4/21/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Bully	
[4/21/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 06:58AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Bully	
[4/21/23 06:59AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Bully	
[4/21/23 06:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bully	
[4/21/23 06:59AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Bully	
[4/21/23 07:01AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Bully	
[4/21/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Bully	
[4/21/23 07:01AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bully	
[4/21/23 07:01AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bully	
[4/21/23 07:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bully	
[4/21/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bully	
[4/21/23 07:08AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Bully	
[4/21/23 07:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bully	
[4/21/23 07:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bully	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bully	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bully	
[4/21/23 07:18AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bully	
[4/21/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Bully	
[4/21/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bully	
[4/21/23 07:18AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Bully	
[4/21/23 07:18AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bully	
[4/21/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bully	
[4/21/23 07:20AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Bully	
[4/21/23 07:24AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bully	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 2404945, owner: Bully	
[4/21/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bully	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 2330244, owner: Bully	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bully	
[4/21/23 07:36AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Bully	
[4/21/23 07:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bully	
[4/21/23 07:39AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Bully	
[4/21/23 07:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bully	
[4/21/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 07:53AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Bully	
[4/21/23 07:53AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Bully	
[4/21/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bully	
[4/21/23 07:56AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Bully	
[4/21/23 07:56AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Bully	
[4/21/23 07:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bully	
[4/21/23 07:59AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bully	
[4/21/23 08:13AM] Player picked up item: Clean Sephialla, id: 913, amount: 1, owner: Bully	
[4/21/23 06:11PM] Player picked up item: Infinite overload potion (T1), id: 23124, amount: 1, owner: Bully	
