[4/20/23 05:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bobross	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:11AM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Berrka	
[4/20/23 06:11AM] Player picked up item: Blurite Katana, id: 14484, amount: 1, owner: Berrka	
[4/20/23 06:11AM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Berrka	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bobross	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bobross	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bobross	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bobross	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 2384083, owner: Bobross	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bobross	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3987668, owner: Bobross	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bobross	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bobross	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Bobross	
[4/20/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bobross	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bobross	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 2370915, owner: Bobross	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bobross	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bobross	
[4/20/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bobross	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bobross	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bobross	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bobross	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bobross	
[4/20/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 06:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bobross	
[4/20/23 06:43AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Bobross	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1539189, owner: Bobross	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bobross	
[4/20/23 07:00AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Bobross	
[4/20/23 07:01AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Bobross	
[4/20/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bobross	
[4/20/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bobross	
[4/20/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Bobross	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bobross	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bobross	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 2951013, owner: Bobross	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bobross	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bobross	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bobross	
[4/21/23 10:46PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Bobross	
