[4/17/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nadez	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:16PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mikeap	
[4/17/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mikeap	
[4/17/23 05:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:17PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Mikeap	
[4/17/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mikeap	
[4/17/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mikeap	
[4/17/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mikeap	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
[4/17/23 05:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mikeap	
[4/17/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mikeap	
