[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Clav	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Clav	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 08:43AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Clav	
[4/15/23 08:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Clav	
[4/15/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Clav	
[4/15/23 08:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Clav	
[4/15/23 08:43AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Clav	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Clav	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Clav	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Clav	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 500, owner: Clav	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Clav	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Clav	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1286907, owner: Clav	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Clav	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Clav	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Clav	
[4/16/23 09:22AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Clav	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2714889, owner: Clav	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Clav	
[4/16/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Clav	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Clav	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Clav	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3807861, owner: Clav	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Clav	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Clav	
[4/16/23 10:50AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Clav	
[4/16/23 10:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Clav	
[4/16/23 10:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Clav	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Clav	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 2401060, owner: Clav	
[4/16/23 10:55AM] Player picked up item: Sacred Helm, id: 23134, amount: 1, owner: Clav	
[4/16/23 10:59AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Clav	
[4/16/23 10:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Clav	
[4/16/23 10:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Clav	
[4/16/23 11:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Clav	
[4/16/23 11:09AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Clav	
[4/16/23 11:09AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Clav	
[4/16/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/16/23 11:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Clav	
[4/16/23 11:10AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Clav	
[4/16/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Clav	
[4/16/23 11:12AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Clav	
[4/16/23 11:15AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Clav	
[4/16/23 11:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Clav	
[4/16/23 11:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Clav	
[4/16/23 11:20AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Clav	
[4/16/23 11:21AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Clav	
[4/16/23 11:21AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Clav	
[4/16/23 11:21AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Clav	
[4/16/23 11:22AM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Clav	
[4/16/23 11:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Clav	
[4/16/23 11:22AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Clav	
[4/16/23 11:22AM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Clav	
[4/16/23 11:23AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Clav	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Clav	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2025550, owner: Clav	
[4/16/23 11:25AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Clav	
[4/16/23 11:25AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Clav	
[4/16/23 11:25AM] Player picked up item: Coin, id: 995, amount: 13500, owner: Clav	
[4/16/23 11:25AM] Player picked up item: Coin, id: 995, amount: 13500, owner: Clav	
[4/16/23 11:25AM] Player picked up item: Coin, id: 995, amount: 16500, owner: Clav	
[4/16/23 12:57PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Clav	
[4/16/23 01:29PM] Player picked up item: Phranium, id: 1009, amount: 1, owner: Clav	
[4/16/23 01:29PM] Player picked up item: Tormented Legs, id: 21038, amount: 1, owner: Clav	
[4/23/23 06:03PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 2, owner: Clav	
[4/24/23 04:28PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Clav	
