[4/17/23 12:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lewa	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Lewa	
[4/17/23 12:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Lewa	
[4/17/23 01:01AM] Player picked up item: Coin, id: 995, amount: 1411285, owner: Lewa	
[4/17/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lewa	
[4/17/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lewa	
[4/17/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lewa	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Lewa	
[4/17/23 01:13AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lewa	
[4/17/23 01:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lewa	
[4/17/23 01:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lewa	
[4/17/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 01:14AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lewa	
[4/17/23 01:19AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lewa	
[4/17/23 01:19AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Lewa	
[4/17/23 05:03AM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Lewa	
[4/17/23 05:04AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Lewa	
[4/17/23 05:04AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Lewa	
[4/17/23 05:04AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lewa	
[4/17/23 05:06AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Lewa	
[4/17/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 05:17AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Lewa	
[4/17/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/17/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 05:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lewa	
[4/17/23 05:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lewa	
[4/17/23 05:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lewa	
[4/17/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 05:28AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Lewa	
[4/17/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/17/23 05:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lewa	
[4/19/23 10:05AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Lewa	
[4/19/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lewa	
[4/19/23 10:07AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Lewa	
[4/19/23 10:07AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Lewa	
[4/19/23 10:08AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lewa	
[4/19/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lewa	
[4/19/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Lewa	
[4/19/23 10:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Lewa	
[4/19/23 10:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Lewa	
[4/19/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lewa	
[4/19/23 10:29AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Lewa	
[4/19/23 10:29AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Lewa	
[4/19/23 10:40AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Lewa	
[4/19/23 10:40AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Lewa	
[4/19/23 10:43AM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Lewa	
[4/19/23 10:43AM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Lewa	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lewa	
[4/19/23 10:45AM] Player picked up item: Sacred Slayer helmet, id: 23073, amount: 1, owner: Lewa	
[4/19/23 10:45AM] Player picked up item: Sacred Slayer helmet, id: 23073, amount: 1, owner: Lewa	
[4/19/23 10:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lewa	
[4/19/23 10:57AM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Lewa	
[4/19/23 10:57AM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Lewa	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Lewa	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Lewa	
[4/19/23 11:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lewa	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lewa	
[4/20/23 02:24AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
