[4/15/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Maou	
[4/15/23 03:42PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Maou	
[4/15/23 03:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Maou	
[4/15/23 03:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Maou	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Maou	
[4/15/23 03:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Maou	
[4/15/23 03:47PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Maou	
[4/15/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/15/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Maou	
[4/15/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/15/23 03:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Maou	
[4/15/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/15/23 03:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Maou	
[4/15/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Maou	
[4/15/23 03:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Maou	
[4/15/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Maou	
[4/15/23 03:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Maou	
[4/15/23 03:51PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Maou	
[4/15/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Maou	
[4/15/23 03:52PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Maou	
[4/15/23 03:52PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Maou	
[4/15/23 03:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Maou	
[4/15/23 03:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/15/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/15/23 03:53PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Maou	
[4/15/23 03:53PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Maou	
[4/15/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Maou	
[4/15/23 03:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Maou	
[4/15/23 03:53PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Maou	
[4/15/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Maou	
[4/15/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/15/23 03:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Maou	
[4/15/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Maou	
[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Maou	
[4/15/23 03:55PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Maou	
[4/15/23 03:55PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Maou	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Maou	
[4/15/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/15/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Maou	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1466561, owner: Maou	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Maou	
[4/22/23 09:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Maou	
[4/22/23 09:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/22/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Maou	
[4/22/23 09:20AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/22/23 09:20AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/22/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Maou	
[4/22/23 09:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Maou	
[4/22/23 09:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/22/23 09:22AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 09:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 09:25AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Maou	
[4/22/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Maou	
[4/22/23 09:25AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Maou	
[4/22/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Maou	
[4/22/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:27AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Maou	
[4/22/23 09:27AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Maou	
[4/22/23 09:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 09:28AM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Maou	
[4/22/23 09:28AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Maou	
[4/22/23 09:29AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Maou	
[4/22/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Maou	
[4/22/23 09:29AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Maou	
[4/22/23 09:30AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Maou	
[4/22/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Maou	
[4/22/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Maou	
[4/22/23 09:33AM] Player picked up item: Coin, id: 995, amount: 1663630, owner: Maou	
[4/22/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Maou	
[4/22/23 09:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/22/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Maou	
[4/22/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Maou	
[4/22/23 09:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/22/23 09:47AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Maou	
[4/22/23 09:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Maou	
[4/22/23 09:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Maou	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Maou	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Maou	
[4/22/23 09:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Maou	
[4/22/23 09:56AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Maou	
[4/22/23 09:58AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Maou	
[4/22/23 09:58AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Maou	
[4/22/23 10:08AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Maou	
[4/22/23 10:09AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Maou	
[4/22/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 10:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/22/23 10:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/22/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Maou	
[4/22/23 10:34AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Maou	
[4/22/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Maou	
[4/22/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Maou	
[4/22/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Maou	
[4/22/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Maou	
[4/22/23 10:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Maou	
[4/22/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Maou	
[4/22/23 10:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Maou	
[4/22/23 10:40AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Maou	
[4/22/23 10:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/22/23 10:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Maou	
[4/22/23 11:07AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Maou	
[4/22/23 11:07AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Maou	
[4/22/23 12:20PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Legion919	
[4/22/23 12:20PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Legion919	
[4/22/23 12:20PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Legion919	
[4/22/23 12:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Legion919	
[4/22/23 12:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Legion919	
[4/22/23 12:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Legion919	
[4/22/23 12:28PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Legion919	
[4/22/23 12:28PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Legion919	
[4/22/23 12:28PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Legion919	
[4/22/23 12:43PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Legion919	
