[4/19/23 04:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rebel	
[4/25/23 05:16PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Rebel	
[4/25/23 05:16PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Rebel	
[4/25/23 05:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rebel	
[4/25/23 05:16PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Rebel	
[4/25/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rebel	
[4/25/23 05:16PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Rebel	
[4/25/23 06:00PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Rebel	
[4/25/23 06:00PM] Player picked up item: Coin, id: 995, amount: 600, owner: Rebel	
[4/25/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rebel	
[4/25/23 06:03PM] Player picked up item: Coin, id: 995, amount: 2487527, owner: Rebel	
[4/25/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rebel	
[4/25/23 06:04PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rebel	
[4/25/23 06:04PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rebel	
[4/25/23 06:05PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Rebel	
[4/25/23 06:06PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rebel	
[4/25/23 06:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Rebel	
[4/25/23 06:10PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Rebel	
[4/25/23 06:10PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Rebel	
