[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rasengan	
[4/17/23 07:52AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rasengan	
[4/17/23 07:55AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rasengan	
[4/17/23 08:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rasengan	
[4/17/23 08:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rasengan	
[4/17/23 08:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rasengan	
[4/17/23 08:07AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rasengan	
[4/17/23 08:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rasengan	
[4/17/23 08:11AM] Player picked up item: Coin, id: 995, amount: 2290904, owner: Rasengan	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rasengan	
[4/17/23 08:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:15AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/17/23 08:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/17/23 08:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/17/23 08:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rasengan	
[4/17/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rasengan	
[4/17/23 08:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/17/23 08:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rasengan	
[4/17/23 08:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rasengan	
[4/17/23 08:33AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/17/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1592864, owner: Rasengan	
[4/17/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rasengan	
[4/17/23 08:42AM] Player picked up item: Coin, id: 995, amount: 4247167, owner: Rasengan	
[4/17/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rasengan	
[4/17/23 08:43AM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Rasengan	
[4/17/23 08:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/17/23 08:51AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rasengan	
[4/17/23 08:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 12:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/18/23 12:40PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rasengan	
[4/18/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2172452, owner: Rasengan	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rasengan	
[4/18/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2215313, owner: Rasengan	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rasengan	
[4/18/23 12:49PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Rasengan	
[4/18/23 12:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 12:51PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rasengan	
[4/18/23 12:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 12:51PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Rasengan	
[4/18/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rasengan	
[4/18/23 12:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 12:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 12:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Rasengan	
[4/18/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 12:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rasengan	
[4/18/23 03:48PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Arab	
