[4/23/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dadbtw	
[4/23/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 06:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
[4/23/23 07:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dadbtw	
[4/23/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadbtw	
