[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine21	
[4/25/23 07:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:44AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:47AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/25/23 07:47AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dopamine21	
[4/25/23 07:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:48AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/25/23 07:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:49AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:49AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:50AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:50AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:51AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:51AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:51AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:51AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine21	
[4/25/23 07:58AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 07:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 08:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dopamine21	
[4/25/23 08:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dopamine21	
[4/25/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine21	
[4/25/23 08:03AM] Player picked up item: Coin, id: 995, amount: 1137711, owner: Dopamine21	
[4/25/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dopamine21	
[4/25/23 08:04AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:04AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:04AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:05AM] Player picked up item: Coin, id: 995, amount: 70000, owner: Dopamine21	
[4/25/23 08:05AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:06AM] Player picked up item: Coin, id: 995, amount: 42000, owner: Dopamine21	
[4/25/23 08:06AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Dopamine21	
[4/25/23 08:06AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:07AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Dopamine21	
[4/25/23 08:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:08AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:08AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:08AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:08AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 08:08AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Dopamine21	
[4/25/23 09:59AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dopamine21	
[4/25/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine21	
[4/25/23 12:19PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Dopamine21	
