[4/17/23 09:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mineftw1993	
[4/17/23 09:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mineftw1993	
[4/17/23 09:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mineftw1993	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mineftw1993	
[4/17/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mineftw1993	
[4/17/23 09:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mineftw1993	
[4/17/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mineftw1993	
[4/17/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mineftw1993	
[4/17/23 09:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mineftw1993	
[4/17/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mineftw1993	
[4/17/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mineftw1993	
[4/17/23 09:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mineftw1993	
[4/17/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mineftw1993	
[4/17/23 09:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mineftw1993	
[4/17/23 09:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mineftw1993	
[4/17/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mineftw1993	
[4/17/23 09:21PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mineftw1993	
[4/17/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mineftw1993	
[4/17/23 09:22PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mineftw1993	
[4/17/23 09:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mineftw1993	
[4/17/23 09:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mineftw1993	
[4/17/23 09:26PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mineftw1993	
[4/17/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mineftw1993	
[4/17/23 09:29PM] Player picked up item: Coin, id: 995, amount: 1902536, owner: Mineftw1993	
[4/17/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mineftw1993	
[4/17/23 09:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mineftw1993	
[4/17/23 09:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Mineftw1993	
[4/17/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mineftw1993	
[4/17/23 09:46PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mineftw1993	
[4/17/23 09:46PM] Player picked up item: Coin, id: 995, amount: 5400, owner: Mineftw1993	
[4/17/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Coin, id: 995, amount: 7800, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mineftw1993	
[4/17/23 09:58PM] Player picked up item: Coin, id: 995, amount: 1527967, owner: Mineftw1993	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mineftw1993	
[4/17/23 10:01PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mineftw1993	
[4/17/23 10:02PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mineftw1993	
[4/17/23 10:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mineftw1993	
[4/17/23 10:12PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mineftw1993	
[4/17/23 10:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mineftw1993	
[4/17/23 10:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mineftw1993	
[4/17/23 10:18PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mineftw1993	
[4/17/23 10:19PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mineftw1993	
[4/17/23 10:20PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mineftw1993	
[4/17/23 10:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mineftw1993	
[4/17/23 10:27PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Mineftw1993	
[4/18/23 11:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mineftw1993	
[4/18/23 11:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mineftw1993	
[4/18/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mineftw1993	
[4/18/23 12:03PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Mineftw1993	
[4/18/23 12:11PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Mineftw1993	
[4/18/23 12:12PM] Player picked up item: Coin, id: 995, amount: 1917273, owner: Mineftw1993	
[4/18/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mineftw1993	
[4/20/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mineftw1993	
