[4/20/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/20/23 01:00PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Roe	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Roe	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/20/23 01:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/20/23 01:04PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Roe	
[4/21/23 04:10AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Roe	
[4/21/23 04:10AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Roe	
[4/21/23 04:10AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Roe	
[4/21/23 04:10AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Roe	
[4/21/23 04:10AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Roe	
[4/21/23 04:10AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Roe	
[4/21/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Roe	
[4/21/23 04:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Roe	
[4/21/23 04:23AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Roe	
[4/21/23 04:36AM] Player picked up item: Coin, id: 995, amount: 2061285, owner: Roe	
[4/21/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Roe	
[4/21/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/21/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Roe	
[4/21/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/21/23 04:43AM] Player picked up item: Doom Helm, id: 15922, amount: 1, owner: Roe	
[4/21/23 04:48AM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Roe	
[4/21/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/21/23 05:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Roe	
[4/21/23 05:05AM] Player picked up item: Coin, id: 995, amount: 1443252, owner: Roe	
[4/21/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roe	
[4/21/23 05:32AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Roe	
[4/21/23 05:32AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Roe	
[4/21/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Roe	
[4/21/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Roe	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Roe	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Roe	
[4/21/23 05:40AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Roe	
[4/21/23 05:40AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Roe	
[4/21/23 05:40AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Roe	
[4/21/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Roe	
[4/21/23 05:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Roe	
[4/21/23 05:58AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Roe	
[4/21/23 05:58AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Roe	
[4/21/23 05:58AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Roe	
[4/21/23 05:58AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Roe	
[4/21/23 06:01AM] Player picked up item: Varth Teddy, id: 22151, amount: 1, owner: Nadez	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Roe	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Roe	
[4/21/23 07:09AM] Player picked up item: Smoo, id: 1005, amount: 1, owner: Roe	
[4/21/23 07:50AM] Player picked up item: Clean Rexeth, id: 937, amount: 2, owner: Roe	
[4/21/23 07:50AM] Player picked up item: Clean Tarragon, id: 783, amount: 1, owner: Roe	
[4/21/23 07:50AM] Player picked up item: Clean Cardamon, id: 789, amount: 1, owner: Roe	
