[4/19/23 05:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 900, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 900, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 900, owner: Irondoom	
[4/19/23 05:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/19/23 05:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Irondoom	
[4/19/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Irondoom	
[4/19/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/19/23 05:58PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Irondoom	
[4/19/23 05:59PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Irondoom	
[4/19/23 06:01PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Irondoom	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Irondoom	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/19/23 06:03PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Irondoom	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Irondoom	
[4/19/23 06:11PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Irondoom	
[4/19/23 06:15PM] Player picked up item: Coin, id: 995, amount: 1585815, owner: Irondoom	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Irondoom	
[4/19/23 06:16PM] Player picked up item: Coin, id: 995, amount: 4189764, owner: Irondoom	
[4/19/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Irondoom	
[4/19/23 06:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Irondoom	
[4/19/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Irondoom	
[4/19/23 06:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Irondoom	
[4/19/23 06:19PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Irondoom	
[4/19/23 06:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Irondoom	
[4/19/23 06:31PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Irondoom	
[4/19/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 06:33PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Irondoom	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Irondoom	
[4/19/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Irondoom	
[4/19/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 06:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Irondoom	
[4/19/23 06:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Irondoom	
[4/19/23 06:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:57PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/19/23 06:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 06:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 07:00PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Irondoom	
[4/19/23 07:00PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Irondoom	
[4/19/23 07:04PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Irondoom	
[4/19/23 07:04PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Irondoom	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Irondoom	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Irondoom	
[4/19/23 07:08PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Irondoom	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Irondoom	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/19/23 07:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/19/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 07:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:27PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Irondoom	
[4/19/23 07:36PM] Player picked up item: Coin, id: 995, amount: 600, owner: Irondoom	
[4/19/23 07:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Irondoom	
[4/19/23 07:38PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Irondoom	
[4/19/23 07:38PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Irondoom	
[4/19/23 07:38PM] Player picked up item: Coin, id: 995, amount: 700, owner: Irondoom	
[4/19/23 07:39PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Irondoom	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 07:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: Irondoom	
[4/19/23 07:39PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Irondoom	
[4/19/23 07:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:41PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Irondoom	
[4/19/23 07:42PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Irondoom	
[4/19/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2412853, owner: Irondoom	
[4/19/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Irondoom	
[4/19/23 07:56PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Irondoom	
[4/19/23 07:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/19/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Irondoom	
[4/19/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/19/23 08:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Irondoom	
[4/20/23 01:51AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Irondoom	
[4/20/23 01:53AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Irondoom	
[4/20/23 02:01AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Irondoom	
[4/20/23 02:04AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Irondoom	
[4/20/23 02:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Irondoom	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1319662, owner: Irondoom	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Irondoom	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Irondoom	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Irondoom	
[4/20/23 02:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Irondoom	
[4/20/23 02:28AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Irondoom	
[4/20/23 02:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:28AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Irondoom	
[4/20/23 02:28AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Irondoom	
[4/20/23 02:32AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/20/23 02:33AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Irondoom	
[4/20/23 02:33AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Irondoom	
[4/20/23 02:34AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/20/23 02:34AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Irondoom	
[4/20/23 02:34AM] Player picked up item: Coin, id: 995, amount: 13500, owner: Irondoom	
[4/20/23 02:34AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Irondoom	
[4/20/23 02:34AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Irondoom	
[4/20/23 02:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:35AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Irondoom	
[4/20/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
[4/20/23 02:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Irondoom	
[4/20/23 02:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Irondoom	
[4/20/23 02:43AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Irondoom	
[4/20/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/20/23 02:44AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Irondoom	
[4/20/23 02:44AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Irondoom	
[4/20/23 02:45AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Irondoom	
[4/20/23 02:45AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Irondoom	
[4/20/23 02:45AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Irondoom	
[4/20/23 02:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Irondoom	
[4/20/23 02:48AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Irondoom	
[4/20/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/20/23 02:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/20/23 02:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Irondoom	
[4/20/23 02:53AM] Player picked up item: Coin, id: 995, amount: 1688164, owner: Irondoom	
[4/20/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Irondoom	
[4/20/23 03:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/20/23 03:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Irondoom	
[4/20/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Irondoom	
[4/20/23 03:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/20/23 03:02AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Irondoom	
[4/20/23 03:02AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Irondoom	
[4/20/23 03:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/20/23 03:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Irondoom	
[4/20/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Irondoom	
[4/20/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Irondoom	
