[4/21/23 02:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eco	
[4/21/23 02:55PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Eco	
[4/21/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eco	
[4/21/23 02:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eco	
[4/21/23 02:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eco	
[4/21/23 03:05PM] Player picked up item: Coin, id: 995, amount: 2436046, owner: Eco	
[4/21/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Eco	
[4/21/23 03:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Eco	
[4/21/23 03:16PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Eco	
[4/21/23 03:17PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Eco	
[4/21/23 03:17PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Eco	
[4/21/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Eco	
[4/21/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Eco	
[4/21/23 03:31PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Eco	
[4/21/23 03:33PM] Player picked up item: Coin, id: 995, amount: 1239681, owner: Eco	
[4/21/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Eco	
[4/21/23 03:35PM] Player picked up item: Coin, id: 995, amount: 4320134, owner: Eco	
[4/21/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Eco	
[4/21/23 03:38PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Eco	
[4/21/23 03:38PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Eco	
[4/21/23 03:46PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Eco	
[4/21/23 03:51PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Eco	
[4/21/23 03:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Eco	
[4/21/23 03:53PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Eco	
[4/21/23 03:56PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eco	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eco	
[4/21/23 03:58PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eco	
[4/21/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eco	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Eco	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eco	
[4/21/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Eco	
[4/21/23 04:13PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Eco	
[4/21/23 04:18PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Eco	
[4/21/23 04:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Eco	
[4/21/23 04:19PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Eco	
[4/21/23 04:20PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Eco	
[4/21/23 04:23PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Eco	
[4/22/23 08:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 10:23PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Eco	
