[4/18/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2260266, owner: Synthex	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 4244469, owner: Synthex	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Synthex	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Synthex	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Synthex	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Synthex	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 2052853, owner: Synthex	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2740739, owner: Synthex	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Synthex	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Synthex	
[4/19/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Synthex	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1979216, owner: Synthex	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1219186, owner: Synthex	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 4318588, owner: Synthex	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Synthex	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Synthex	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/20/23 07:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/20/23 07:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1441452, owner: Synthex	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 08:21AM] Player picked up item: Coin, id: 995, amount: 1597461, owner: Synthex	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 08:22AM] Player picked up item: Coin, id: 995, amount: 3030163, owner: Synthex	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1893748, owner: Synthex	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 09:20AM] Player picked up item: Coin, id: 995, amount: 2066273, owner: Synthex	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 09:21AM] Player picked up item: Coin, id: 995, amount: 3172233, owner: Synthex	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Synthex	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Synthex	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Synthex	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Synthex	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1678039, owner: Synthex	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 11:21AM] Player picked up item: Coin, id: 995, amount: 2141042, owner: Synthex	
[4/20/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 11:22AM] Player picked up item: Coin, id: 995, amount: 2922025, owner: Synthex	
[4/20/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Synthex	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Synthex	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 2167493, owner: Synthex	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Synthex	
[4/20/23 12:21PM] Player picked up item: Coin, id: 995, amount: 3379429, owner: Synthex	
[4/20/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Synthex	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Synthex	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
[4/20/23 03:20PM] Player picked up item: Coin, id: 995, amount: 1174557, owner: Synthex	
[4/20/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2130272, owner: Synthex	
[4/20/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Synthex	
[4/20/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Synthex	
[4/20/23 03:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Synthex	
[4/20/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Synthex	
[4/20/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Synthex	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Synthex	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Synthex	
