[4/22/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimm	
[4/22/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grimm	
[4/22/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimm	
[4/22/23 03:45AM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Grimm	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 22, owner: Grimm	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimm	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimm	
