[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Coin, id: 995, amount: 44000, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Mana	
[4/16/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mana	
[4/16/23 06:42PM] Player picked up item: Coin, id: 995, amount: 6300, owner: Mana	
[4/16/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 06:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mana	
[4/16/23 06:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mana	
[4/16/23 06:45PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mana	
[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mana	
[4/16/23 06:45PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Mana	
[4/16/23 06:55PM] Player picked up item: Coin, id: 995, amount: 1476165, owner: Mana	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 07:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mana	
[4/16/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 07:10PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Mana	
[4/16/23 07:24PM] Player picked up item: Coin, id: 995, amount: 1142679, owner: Mana	
[4/16/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2494597, owner: Mana	
[4/16/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mana	
[4/16/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Mana	
[4/16/23 07:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mana	
[4/16/23 07:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mana	
[4/16/23 07:35PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mana	
[4/16/23 07:54PM] Player picked up item: Coin, id: 995, amount: 1430431, owner: Mana	
[4/16/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 08:07PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Mana	
[4/16/23 08:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mana	
[4/16/23 08:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mana	
[4/16/23 08:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mana	
[4/16/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mana	
[4/16/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mana	
[4/16/23 08:17PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Mana	
[4/16/23 08:18PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mana	
[4/16/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/16/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Mana	
[4/17/23 06:48AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mana	
[4/17/23 07:00AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Mana	
[4/17/23 07:00AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Mana	
[4/17/23 07:10AM] Player picked up item: Coin, id: 995, amount: 1736820, owner: Mana	
[4/17/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/17/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mana	
[4/17/23 07:17AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Mana	
[4/17/23 07:17AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Mana	
[4/17/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mana	
[4/17/23 07:20AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Mana	
[4/17/23 07:20AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Mana	
[4/17/23 07:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mana	
[4/17/23 07:38AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mana	
[4/17/23 07:39AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mana	
[4/17/23 07:40AM] Player picked up item: Coin, id: 995, amount: 1902962, owner: Mana	
[4/17/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mana	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 4324946, owner: Mana	
[4/17/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Mana	
[4/17/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Mana	
[4/17/23 07:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mana	
[4/17/23 08:25AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mondo	
[4/17/23 08:54AM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Mana	
[4/17/23 11:58AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Keeduvorst	
[4/19/23 01:26PM] Player picked up item: Vial, id: 229, amount: 1, owner: Mana	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/20/23 12:10PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
[4/21/23 09:56AM] Player picked up item: Maze Body, id: 5422, amount: 1, owner: Arab	
[4/21/23 01:15PM] Player picked up item: Clean Fennel, id: 916, amount: 1, owner: Spaceape	
[4/21/23 01:15PM] Player picked up item: Clean Kunnerrel, id: 928, amount: 1, owner: Spaceape	
[4/21/23 01:15PM] Player picked up item: Clean Tarragon, id: 783, amount: 1, owner: Spaceape	
