[4/19/23 01:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Papaschmitt	
[4/19/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Papaschmitt	
[4/19/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Papaschmitt	
[4/19/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Papaschmitt	
[4/19/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Papaschmitt	
[4/19/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Papaschmitt	
[4/19/23 02:08AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Papaschmitt	
[4/19/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Papaschmitt	
[4/19/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:09AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Papaschmitt	
[4/19/23 02:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Papaschmitt	
[4/19/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Papaschmitt	
[4/19/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Papaschmitt	
[4/19/23 02:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Papaschmitt	
[4/19/23 02:30AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Papaschmitt	
[4/19/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Papaschmitt	
[4/19/23 02:37PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Papaschmitt	
[4/19/23 02:37PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Papaschmitt	
[4/19/23 02:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 02:46PM] Player picked up item: Coin, id: 995, amount: 2103846, owner: Papaschmitt	
[4/19/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Papaschmitt	
[4/19/23 02:47PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Papaschmitt	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Papaschmitt	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Papaschmitt	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Papaschmitt	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Papaschmitt	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Papaschmitt	
[4/19/23 02:50PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Papaschmitt	
[4/19/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 02:51PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 02:53PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 02:53PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 02:56PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Papaschmitt	
[4/19/23 02:57PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 02:57PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 02:59PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 03:01PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Papaschmitt	
[4/19/23 03:01PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Papaschmitt	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Papaschmitt	
[4/19/23 03:02PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Papaschmitt	
[4/19/23 03:02PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Papaschmitt	
[4/19/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Papaschmitt	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Papaschmitt	
[4/19/23 03:05PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Papaschmitt	
[4/19/23 03:05PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Papaschmitt	
[4/19/23 03:05PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Papaschmitt	
[4/19/23 03:05PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Papaschmitt	
[4/19/23 03:05PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Papaschmitt	
[4/19/23 03:05PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Papaschmitt	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Papaschmitt	
[4/19/23 03:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Papaschmitt	
[4/19/23 03:09PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:09PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:11PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:11PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Papaschmitt	
[4/19/23 03:16PM] Player picked up item: Vial, id: 229, amount: 1, owner: Papaschmitt	
[4/19/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Papaschmitt	
[4/19/23 03:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Papaschmitt	
[4/19/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Papaschmitt	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Papaschmitt	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Papaschmitt	
[4/19/23 03:27PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Papaschmitt	
[4/19/23 03:27PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Papaschmitt	
[4/19/23 03:28PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Papaschmitt	
[4/19/23 03:28PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Papaschmitt	
[4/19/23 03:28PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Papaschmitt	
[4/19/23 03:28PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Papaschmitt	
