[4/15/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 03:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 03:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wet	
[4/15/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:13PM] Player picked up item: Coin, id: 995, amount: 600, owner: Wet	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 03:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Wet	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Wet	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Wet	
[4/15/23 03:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Wet	
[4/15/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Wet	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wet	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Wet	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Wet	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 2036929, owner: Wet	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Wet	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Wet	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Wet	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Wet	
[4/15/23 03:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Wet	
[4/15/23 03:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Wet	
[4/15/23 03:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Wet	
[4/15/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Wet	
[4/15/23 03:57PM] Player picked up item: Coin, id: 995, amount: 700, owner: Wet	
[4/15/23 03:57PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Wet	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1103669, owner: Wet	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wet	
[4/15/23 04:00PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Wet	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Wet	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Wet	
[4/15/23 04:01PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Wet	
[4/15/23 04:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Wet	
[4/15/23 04:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Wet	
[4/15/23 04:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Wet	
[4/15/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Wet	
[4/15/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 04:28PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Wet	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wet	
[4/15/23 04:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wet	
[4/15/23 04:34PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wet	
[4/15/23 04:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 04:40PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Wet	
[4/15/23 04:40PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Wet	
[4/15/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Wet	
[4/15/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Wet	
[4/15/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Wet	
[4/15/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 04:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Wet	
[4/15/23 04:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 04:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wet	
[4/15/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Wet	
[4/15/23 04:46PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wet	
[4/15/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Wet	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wet	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 04:49PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Wet	
[4/15/23 04:49PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Wet	
[4/15/23 04:49PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Wet	
[4/15/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 04:51PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Wet	
[4/15/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 04:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Wet	
[4/15/23 05:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Wet	
[4/15/23 05:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wet	
[4/15/23 05:09PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wet	
[4/15/23 05:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Wet	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wet	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wet	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Wet	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wet	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wet	
[4/15/23 05:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Wet	
[4/17/23 03:29PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kariko17	
[4/17/23 04:39PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Wet	
