[4/15/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Supernum	
[4/15/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Supernum	
[4/15/23 02:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Supernum	
[4/15/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Supernum	
[4/15/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Supernum	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 02:14PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Supernum	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:18PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Supernum	
[4/15/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Supernum	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Coin, id: 995, amount: 700, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Supernum	
[4/15/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Supernum	
[4/15/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:26PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Supernum	
[4/15/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:26PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Supernum	
[4/15/23 02:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Supernum	
[4/15/23 02:28PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Supernum	
[4/15/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Supernum	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 1280798, owner: Supernum	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Supernum	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Supernum	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Supernum	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Supernum	
[4/15/23 02:32PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Supernum	
[4/15/23 02:33PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Coin, id: 995, amount: 800, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Coin, id: 995, amount: 800, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Supernum	
[4/15/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Supernum	
[4/15/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Supernum	
[4/15/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Supernum	
[4/15/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Supernum	
[4/15/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 02:39PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Supernum	
[4/15/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 02:39PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Supernum	
[4/15/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Supernum	
[4/15/23 03:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Supernum	
[4/15/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 03:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Supernum	
[4/15/23 03:12PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Supernum	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 03:13PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Supernum	
[4/15/23 03:13PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Supernum	
[4/15/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:23PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Supernum	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:25PM] Player picked up item: Coin, id: 995, amount: 900, owner: Supernum	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Supernum	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Supernum	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Supernum	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Supernum	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Supernum	
[4/15/23 03:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Supernum	
[4/15/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 03:50PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Supernum	
[4/15/23 03:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Supernum	
[4/15/23 03:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Supernum	
[4/15/23 03:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 03:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Supernum	
[4/15/23 03:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Supernum	
[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Supernum	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1092556, owner: Supernum	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Supernum	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Supernum	
[4/15/23 04:03PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Supernum	
[4/15/23 04:04PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Supernum	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Supernum	
[4/15/23 04:08PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Supernum	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Supernum	
[4/15/23 04:21PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Supernum	
[4/15/23 04:27PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Supernum	
[4/15/23 04:27PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Supernum	
[4/15/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1338306, owner: Supernum	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Supernum	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 3834882, owner: Supernum	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Supernum	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Supernum	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Supernum	
[4/15/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Supernum	
[4/15/23 04:40PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Supernum	
[4/15/23 04:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Supernum	
[4/15/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Supernum	
[4/15/23 04:43PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Supernum	
[4/15/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Supernum	
[4/15/23 04:53PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Supernum	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Supernum	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 1708345, owner: Supernum	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Supernum	
[4/15/23 10:27PM] Player picked up item: Infinite healing potion (T1), id: 23118, amount: 1, owner: Supernum	
[4/15/23 10:27PM] Player picked up item: Infinite healing potion (T1), id: 23118, amount: 1, owner: Supernum	
[4/16/23 07:18PM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: Supernum	
[4/16/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dontbicme	
[4/16/23 09:55PM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Supernum	
[4/18/23 02:34PM] Player picked up item: Infinite prayer potion (T1), id: 23121, amount: 1, owner: Supernum	
[4/18/23 03:48PM] Player picked up item: Lust Staff, id: 8809, amount: 1, owner: Im A Potato	
[4/18/23 03:49PM] Player picked up item: Lust Staff, id: 8809, amount: 1, owner: Supernum	
[4/18/23 04:50PM] Player picked up item: Obsidian Aura, id: 12612, amount: 1, owner: Supernum	
[4/18/23 10:20PM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Nameless0o	
[4/19/23 12:44AM] Player picked up item: Rage attachment, id: 9083, amount: 1, owner: Rks	
[4/19/23 01:12AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Supernum	
[4/19/23 01:53AM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: Geno	
