[4/19/23 10:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:01AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Raudmees	
[4/19/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Raudmees	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 3279695, owner: Raudmees	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Raudmees	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Raudmees	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Raudmees	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Raudmees	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Raudmees	
[4/19/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Raudmees	
[4/19/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Raudmees	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Raudmees	
[4/19/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Raudmees	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Raudmees	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Raudmees	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Raudmees	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Raudmees	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Raudmees	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 900, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
[4/19/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Raudmees	
