[4/17/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kensas	
[4/17/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kensas	
[4/17/23 01:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kensas	
[4/17/23 01:48AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kensas	
[4/17/23 01:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Kensas	
[4/17/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 02:10AM] Player picked up item: Coin, id: 995, amount: 1429008, owner: Kensas	
[4/17/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kensas	
[4/17/23 02:13AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kensas	
[4/17/23 02:14AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kensas	
[4/17/23 02:15AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kensas	
[4/17/23 02:15AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kensas	
[4/17/23 02:29AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kensas	
[4/17/23 02:30AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kensas	
[4/17/23 02:32AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kensas	
[4/17/23 02:32AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kensas	
[4/17/23 02:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kensas	
[4/17/23 02:36AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kensas	
[4/17/23 02:36AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kensas	
[4/17/23 02:37AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kensas	
[4/17/23 02:37AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kensas	
[4/17/23 02:40AM] Player picked up item: Coin, id: 995, amount: 1155997, owner: Kensas	
[4/17/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kensas	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 2432496, owner: Kensas	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Kensas	
[4/17/23 02:43AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kensas	
[4/17/23 02:50AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kensas	
[4/17/23 02:50AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kensas	
[4/17/23 02:50AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kensas	
[4/17/23 02:50AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kensas	
[4/17/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kensas	
[4/17/23 03:11AM] Player picked up item: Coin, id: 995, amount: 1601904, owner: Kensas	
[4/17/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kensas	
[4/17/23 03:18AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Kensas	
[4/17/23 03:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kensas	
[4/17/23 03:28AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kensas	
[4/17/23 03:28AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kensas	
[4/17/23 03:32AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kensas	
[4/17/23 03:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kensas	
[4/17/23 03:41AM] Player picked up item: Coin, id: 995, amount: 1986465, owner: Kensas	
[4/17/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kensas	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kensas	
[4/17/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kensas	
[4/17/23 03:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kensas	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Kensas	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kensas	
[4/17/23 04:11AM] Player picked up item: Coin, id: 995, amount: 1753988, owner: Kensas	
[4/17/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kensas	
[4/17/23 04:12AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Kensas	
[4/17/23 04:24AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kensas	
[4/17/23 09:57AM] Player picked up item: $10 Bond, id: 23057, amount: 20000000, owner: The Chins	
[4/18/23 03:04AM] Player picked up item: Sacred Body, id: 23135, amount: 1, owner: Kensas	
[4/18/23 02:38PM] Player picked up item: Agumon Body, id: 22153, amount: 1, owner: Kensas	
