[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkgreen	
[4/16/23 02:57PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Darkgreen	
[4/16/23 02:59PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Darkgreen	
[4/16/23 02:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Darkgreen	
[4/16/23 02:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Darkgreen	
[4/16/23 02:59PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Darkgreen	
[4/16/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkgreen	
[4/16/23 03:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Darkgreen	
[4/16/23 03:04PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Darkgreen	
[4/16/23 03:05PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Darkgreen	
[4/16/23 03:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Darkgreen	
[4/16/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:09PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Darkgreen	
[4/16/23 03:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Darkgreen	
[4/16/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkgreen	
[4/16/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:13PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Darkgreen	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkgreen	
[4/16/23 03:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:24PM] Player picked up item: Coin, id: 995, amount: 2807755, owner: Darkgreen	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Darkgreen	
[4/16/23 03:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:26PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Darkgreen	
[4/16/23 03:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:27PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Darkgreen	
[4/16/23 03:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkgreen	
[4/16/23 03:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkgreen	
