[4/17/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pijin	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pijin	
[4/17/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pijin	
[4/17/23 11:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pijin	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pijin	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pijin	
[4/17/23 11:18AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Pijin	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pijin	
[4/17/23 11:30AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Pijin	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2025212, owner: Pijin	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 4202217, owner: Pijin	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 11:36AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Pijin	
[4/17/23 11:43AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pijin	
[4/17/23 11:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pijin	
[4/17/23 11:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pijin	
[4/17/23 11:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Pijin	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pijin	
[4/17/23 11:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pijin	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1358001, owner: Pijin	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 2266042, owner: Pijin	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pijin	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pijin	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pijin	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pijin	
[4/17/23 12:01PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Pijin	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1075307, owner: Pijin	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1037658, owner: Pijin	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1980793, owner: Pijin	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pijin	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pijin	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pijin	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pijin	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pijin	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pijin	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3861173, owner: Pijin	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3050498, owner: Pijin	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3987838, owner: Pijin	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pijin	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pijin	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pijin	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pijin	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pijin	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pijin	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pijin	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pijin	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pijin	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pijin	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pijin	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pijin	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1178397, owner: Pijin	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 3452988, owner: Pijin	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pijin	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pijin	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Pijin	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pijin	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pijin	
[4/17/23 12:19PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pijin	
[4/17/23 12:30PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Pijin	
[4/17/23 12:33PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Pijin	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pijin	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 3473731, owner: Pijin	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pijin	
[4/17/23 12:35PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pijin	
[4/17/23 12:39PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Pijin	
[4/17/23 12:51PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Pijin	
[4/17/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1589354, owner: Pijin	
[4/17/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pijin	
[4/18/23 09:23AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Pijin	
[4/18/23 09:23AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Pijin	
