[4/20/23 11:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Froob	
[4/20/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Froob	
[4/20/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Iron Froob	
[4/21/23 12:02AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Iron Froob	
[4/21/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 12:08AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Iron Froob	
[4/21/23 12:09AM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Iron Froob	
[4/21/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Froob	
[4/21/23 12:17AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Froob	
[4/21/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Froob	
[4/21/23 12:41AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Iron Froob	
[4/21/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Froob	
[4/21/23 12:42AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Froob	
[4/21/23 12:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Froob	
[4/21/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Iron Froob	
[4/21/23 12:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Froob	
[4/21/23 12:46AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Froob	
[4/21/23 12:46AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Froob	
[4/21/23 12:48AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Iron Froob	
[4/21/23 12:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 12:53AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Froob	
[4/21/23 12:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 12:58AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Iron Froob	
[4/21/23 12:58AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Iron Froob	
[4/21/23 01:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Iron Froob	
[4/21/23 01:01AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Froob	
[4/21/23 01:02AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Iron Froob	
[4/21/23 01:02AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Iron Froob	
[4/21/23 01:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Froob	
[4/21/23 01:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 01:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 01:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Froob	
[4/21/23 01:07AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Froob	
[4/21/23 01:11AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Froob	
[4/21/23 01:12AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Iron Froob	
[4/21/23 01:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Froob	
[4/21/23 01:13AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Iron Froob	
[4/21/23 01:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 01:17AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Froob	
[4/21/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Froob	
[4/21/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Froob	
[4/21/23 01:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 01:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Froob	
[4/21/23 01:28AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:28AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 01:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Froob	
[4/21/23 01:32AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:32AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Iron Froob	
[4/21/23 01:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Iron Froob	
[4/21/23 01:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Froob	
[4/21/23 01:51AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Iron Froob	
[4/21/23 01:51AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Iron Froob	
[4/21/23 01:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Froob	
[4/21/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Froob	
[4/22/23 01:37AM] Player picked up item: Forsaken Sword, id: 14915, amount: 1, owner: Iron Froob	
