[4/19/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ydisrespect	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ydisrespect	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ydisrespect	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ydisrespect	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ydisrespect	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 75, owner: Ydisrespect	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ydisrespect	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Ydisrespect	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ydisrespect	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Ydisrespect	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ydisrespect	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:58AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 07:07AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ydisrespect	
[4/20/23 07:09AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ydisrespect	
[4/20/23 07:10AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ydisrespect	
[4/20/23 07:10AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ydisrespect	
[4/20/23 07:11AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ydisrespect	
[4/20/23 07:12AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:13AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Ydisrespect	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ydisrespect	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ydisrespect	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ydisrespect	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 2038251, owner: Ydisrespect	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ydisrespect	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ydisrespect	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ydisrespect	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Ydisrespect	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Ydisrespect	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ydisrespect	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
