[4/20/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ron	
[4/20/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ron	
[4/20/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ron	
[4/20/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ron	
[4/20/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ron	
[4/20/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ron	
[4/20/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ron	
[4/20/23 09:06AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Ron	
[4/20/23 09:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ron	
[4/20/23 09:18AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ron	
[4/20/23 09:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Ron	
[4/20/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ron	
[4/20/23 09:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Ron	
[4/20/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ron	
[4/20/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ron	
[4/20/23 09:21AM] Player picked up item: Coin, id: 995, amount: 4393882, owner: Ron	
[4/20/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ron	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ron	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ron	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ron	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ron	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ron	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ron	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ron	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ron	
[4/20/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ron	
[4/20/23 09:33AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ron	
[4/20/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ron	
[4/20/23 09:34AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ron	
[4/20/23 09:35AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Ron	
[4/20/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ron	
[4/20/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ron	
[4/20/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ron	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ron	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:10AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ron	
[4/20/23 10:12AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ron	
[4/20/23 10:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ron	
[4/20/23 10:13AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ron	
[4/20/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ron	
[4/20/23 10:15AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ron	
[4/20/23 10:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:18AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ron	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ron	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ron	
[4/20/23 10:21AM] Player picked up item: Coin, id: 995, amount: 2303478, owner: Ron	
[4/20/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ron	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 3616000, owner: Ron	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ron	
[4/20/23 10:26AM] Player picked up item: Coin, id: 995, amount: 3349064, owner: Ron	
[4/20/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ron	
[4/20/23 10:26AM] Player picked up item: Coin, id: 995, amount: 2212626, owner: Ron	
[4/20/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ron	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ron	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ron	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ron	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ron	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ron	
[4/20/23 10:30AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Ron	
[4/20/23 10:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ron	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ron	
[4/20/23 10:32AM] Player picked up item: Vial, id: 229, amount: 1, owner: Ron	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ron	
[4/20/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ron	
[4/20/23 10:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1636143, owner: Ron	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ron	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 4250807, owner: Ron	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ron	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 3135832, owner: Ron	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ron	
[4/20/23 10:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ron	
[4/20/23 10:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ron	
[4/20/23 10:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ron	
[4/20/23 10:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ron	
[4/22/23 03:01PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Ron	
[4/22/23 03:01PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Ron	
[4/22/23 03:01PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Ron	
[4/22/23 03:01PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Ron	
[4/22/23 05:00PM] Player picked up item: Slayer ticket, id: 5023, amount: 31, owner: Ron	
[4/22/23 05:01PM] Player picked up item: Vial, id: 229, amount: 1, owner: Ron	
[4/22/23 05:01PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ron	
