[4/20/23 08:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonlyguan	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: 13lackdrag	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:42AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: 13lackdrag	
[4/20/23 08:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 13lackdrag	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 13lackdrag	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 1200, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 1200, owner: 13lackdrag	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:49AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: 13lackdrag	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1535256, owner: 13lackdrag	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 13lackdrag	
[4/20/23 08:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: 13lackdrag	
[4/20/23 08:59AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: 13lackdrag	
[4/20/23 09:00AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: 13lackdrag	
[4/20/23 09:01AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: 13lackdrag	
[4/20/23 09:01AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: 13lackdrag	
[4/20/23 09:01AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: 13lackdrag	
[4/20/23 09:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: 13lackdrag	
[4/20/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1400, owner: 13lackdrag	
[4/20/23 09:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: 13lackdrag	
[4/20/23 09:10AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 13lackdrag	
[4/20/23 09:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: 13lackdrag	
[4/20/23 09:10AM] Player picked up item: Coin, id: 995, amount: 1600, owner: 13lackdrag	
[4/20/23 09:20AM] Player picked up item: Coin, id: 995, amount: 1201605, owner: 13lackdrag	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 13lackdrag	
[4/20/23 09:21AM] Player picked up item: Coin, id: 995, amount: 4442630, owner: 13lackdrag	
[4/20/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 13lackdrag	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 13lackdrag	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 13lackdrag	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 13lackdrag	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 13lackdrag	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 13lackdrag	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 13lackdrag	
[4/20/23 09:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 13lackdrag	
[4/20/23 09:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: 13lackdrag	
[4/20/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 09:43AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 13lackdrag	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: 13lackdrag	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: 13lackdrag	
[4/20/23 09:44AM] Player picked up item: Coin, id: 995, amount: 8000, owner: 13lackdrag	
[4/20/23 09:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1189876, owner: 13lackdrag	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 13lackdrag	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 13lackdrag	
[4/20/23 09:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 09:56AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 13lackdrag	
[4/20/23 09:57AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 13lackdrag	
[4/20/23 09:57AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 13lackdrag	
[4/20/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: 13lackdrag	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: 13lackdrag	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: 13lackdrag	
[4/20/23 10:08AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: 13lackdrag	
[4/20/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1912843, owner: 13lackdrag	
[4/20/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 13lackdrag	
[4/20/23 11:22AM] Player picked up item: Coin, id: 995, amount: 2291443, owner: 13lackdrag	
[4/20/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 13lackdrag	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 13lackdrag	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 13lackdrag	
[4/20/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 11:24AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: 13lackdrag	
[4/20/23 11:26AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: 13lackdrag	
[4/20/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 11:27AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 13lackdrag	
[4/20/23 11:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 11:28AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: 13lackdrag	
[4/20/23 11:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/20/23 11:35AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: 13lackdrag	
[4/20/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: 13lackdrag	
[4/21/23 07:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
