[4/15/23 12:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Aaron	
[4/15/23 03:46PM] Player picked up item: Coin, id: 995, amount: 6300, owner: Aaron	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Aaron	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Aaron	
[4/15/23 03:47PM] Player picked up item: Coin, id: 995, amount: 5400, owner: Aaron	
[4/15/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Aaron	
[4/15/23 03:47PM] Player picked up item: Coin, id: 995, amount: 7200, owner: Aaron	
[4/15/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Aaron	
[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Aaron	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Aaron	
[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Aaron	
[4/15/23 03:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 03:56PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Aaron	
[4/15/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Aaron	
[4/15/23 03:56PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aaron	
[4/15/23 03:56PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Aaron	
[4/15/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Aaron	
[4/15/23 03:57PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Aaron	
[4/15/23 03:57PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Aaron	
[4/15/23 03:57PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Aaron	
[4/15/23 03:57PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Aaron	
[4/15/23 04:02PM] Player picked up item: Coin, id: 995, amount: 700, owner: Aaron	
[4/15/23 04:02PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Aaron	
[4/15/23 04:04PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Aaron	
[4/15/23 04:04PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aaron	
[4/15/23 04:05PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Aaron	
[4/15/23 04:05PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aaron	
[4/15/23 04:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aaron	
[4/15/23 04:12PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Aaron	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Aaron	
[4/15/23 04:26PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Aaron	
[4/15/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aaron	
[4/15/23 04:31PM] Player picked up item: Coin, id: 995, amount: 2234678, owner: Aaron	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Aaron	
[4/15/23 04:32PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Aaron	
[4/15/23 04:36PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Aaron	
[4/15/23 04:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 04:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 04:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 04:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 04:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aaron	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 04:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 04:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 2218907, owner: Aaron	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aaron	
[4/15/23 05:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 05:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Aaron	
[4/15/23 05:06PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Aaron	
[4/19/23 03:34PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Smurfit	
[4/21/23 05:01PM] Player picked up item: Sacred Gloves, id: 23137, amount: 1, owner: Tellur	
[4/21/23 05:02PM] Player picked up item: Sacred Helm, id: 23134, amount: 1, owner: Tellur	
[4/21/23 05:02PM] Player picked up item: Sacred Body, id: 23135, amount: 1, owner: Tellur	
[4/23/23 12:03PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
