[4/15/23 08:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Naruto99	
[4/15/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Naruto99	
[4/15/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Naruto99	
[4/15/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Naruto99	
[4/15/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Naruto99	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Naruto99	
[4/15/23 08:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Naruto99	
[4/15/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Naruto99	
[4/15/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Naruto99	
[4/15/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Naruto99	
[4/15/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:24AM] Player picked up item: Coin, id: 995, amount: 900, owner: Naruto99	
[4/15/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 900, owner: Naruto99	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:28AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Naruto99	
[4/15/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Naruto99	
[4/15/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Naruto99	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1574049, owner: Naruto99	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 3061266, owner: Naruto99	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Naruto99	
[4/15/23 08:38AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Naruto99	
[4/15/23 08:38AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Naruto99	
[4/15/23 08:38AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Naruto99	
[4/15/23 08:40AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Naruto99	
[4/15/23 08:45AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Naruto99	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Naruto99	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Naruto99	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Naruto99	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Naruto99	
[4/15/23 08:48AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Naruto99	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/15/23 08:53AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Naruto99	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Naruto99	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Naruto99	
[4/15/23 08:58AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Naruto99	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2470519, owner: Naruto99	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Naruto99	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Naruto99	
[4/15/23 12:51PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Naruto99	
[4/15/23 12:57PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Naruto99	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Naruto99	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Naruto99	
[4/15/23 12:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Naruto99	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 2265571, owner: Naruto99	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/15/23 01:02PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Naruto99	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Naruto99	
[4/15/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Naruto99	
[4/15/23 01:07PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Naruto99	
[4/15/23 01:07PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Naruto99	
[4/16/23 04:35AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Naruto99	
[4/16/23 04:35AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Naruto99	
[4/16/23 04:35AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Naruto99	
[4/16/23 04:35AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Naruto99	
[4/16/23 04:36AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Naruto99	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Naruto99	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Naruto99	
[4/16/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1328088, owner: Naruto99	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/16/23 04:48AM] Player picked up item: Coin, id: 995, amount: 4117515, owner: Naruto99	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Naruto99	
[4/16/23 07:53AM] Player picked up item: Coin, id: 995, amount: 900, owner: Naruto99	
[4/16/23 07:54AM] Player picked up item: Coin, id: 995, amount: 1310925, owner: Naruto99	
[4/16/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/16/23 07:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Naruto99	
[4/16/23 07:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Naruto99	
[4/16/23 07:58AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Naruto99	
[4/16/23 08:02AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 08:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Naruto99	
[4/16/23 08:10AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 08:11AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Naruto99	
[4/16/23 08:11AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 07:47PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Naruto99	
[4/16/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Naruto99	
[4/16/23 07:47PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Naruto99	
[4/16/23 07:49PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 07:50PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Naruto99	
[4/16/23 07:54PM] Player picked up item: Coin, id: 995, amount: 1241863, owner: Naruto99	
[4/16/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/16/23 07:55PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 07:56PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 07:57PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Naruto99	
[4/16/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 07:57PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Naruto99	
[4/16/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 07:59PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Naruto99	
[4/16/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Naruto99	
[4/16/23 08:03PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Naruto99	
[4/16/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 08:03PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Naruto99	
[4/16/23 08:05PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Naruto99	
[4/16/23 08:08PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Naruto99	
[4/16/23 08:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 08:10PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Naruto99	
[4/16/23 08:24PM] Player picked up item: Coin, id: 995, amount: 1010242, owner: Naruto99	
[4/16/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Naruto99	
[4/16/23 08:25PM] Player picked up item: Coin, id: 995, amount: 4055891, owner: Naruto99	
[4/16/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Naruto99	
[4/16/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Naruto99	
[4/16/23 08:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Naruto99	
[4/16/23 08:36PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Naruto99	
[4/16/23 08:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Naruto99	
[4/16/23 08:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Naruto99	
[4/16/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/16/23 08:47PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Naruto99	
[4/16/23 08:47PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Naruto99	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 1094690, owner: Naruto99	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Naruto99	
[4/16/23 08:54PM] Player picked up item: Coin, id: 995, amount: 2621259, owner: Naruto99	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Naruto99	
[4/16/23 08:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Naruto99	
[4/16/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Naruto99	
[4/16/23 08:57PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Naruto99	
[4/22/23 04:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Naruto99	
[4/22/23 04:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Naruto99	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Naruto99	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Naruto99	
[4/22/23 04:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Naruto99	
