[4/20/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vest	
[4/20/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vest	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vest	
[4/20/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:13AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
