[4/17/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:47PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:52PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:52PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 07:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/17/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/18/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/18/23 04:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
[4/18/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/18/23 04:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: I Love You	
