[4/23/23 03:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jordy	
[4/23/23 03:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jordy	
[4/23/23 03:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jordy	
[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jordy	
[4/23/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:51AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
[4/23/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jordy	
