[4/22/23 02:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Acid	
[4/22/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Acid	
[4/22/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Acid	
[4/22/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Acid	
[4/22/23 02:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Acid	
[4/22/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Acid	
[4/22/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Acid	
[4/22/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Acid	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Acid	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:26PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Acid	
[4/22/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Acid	
[4/22/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Acid	
[4/22/23 02:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Acid	
[4/22/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:30PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Acid	
[4/22/23 02:30PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Acid	
[4/22/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Acid	
[4/22/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Acid	
[4/22/23 02:34PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Acid	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Acid	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Acid	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Acid	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Acid	
[4/22/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Acid	
[4/22/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1442911, owner: Acid	
