[4/19/23 10:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:52PM] Player picked up item: Coin, id: 995, amount: 1513788, owner: Triangle	
[4/19/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Triangle	
[4/19/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/19/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Triangle	
[4/20/23 06:56AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Triangle	
[4/20/23 07:03AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Triangle	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Triangle	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Triangle	
[4/20/23 07:06AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Triangle	
[4/20/23 07:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Triangle	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Triangle	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Triangle	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Triangle	
[4/20/23 07:10AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Triangle	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 7200, owner: Triangle	
[4/20/23 07:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Triangle	
[4/20/23 07:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Triangle	
[4/20/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2372368, owner: Triangle	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Triangle	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 3097103, owner: Triangle	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Triangle	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Triangle	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Triangle	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Triangle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Triangle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Triangle	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Triangle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Triangle	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Triangle	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Triangle	
[4/20/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Triangle	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Triangle	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Triangle	
[4/20/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Triangle	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Triangle	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Triangle	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Triangle	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Triangle	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 2171907, owner: Triangle	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Triangle	
[4/20/23 07:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Triangle	
[4/20/23 07:54AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Triangle	
[4/20/23 08:11AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Triangle	
[4/20/23 08:15AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Triangle	
[4/20/23 08:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Triangle	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Triangle	
[4/20/23 08:22AM] Player picked up item: Coin, id: 995, amount: 4411898, owner: Triangle	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Triangle	
