[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Simonrs	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Simonrs	
[4/23/23 06:00AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Simonrs	
[4/23/23 06:05AM] Player picked up item: Coin, id: 995, amount: 2454603, owner: Simonrs	
[4/23/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Simonrs	
[4/23/23 06:05AM] Player picked up item: Coin, id: 995, amount: 2162052, owner: Simonrs	
[4/23/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Simonrs	
[4/23/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Simonrs	
[4/23/23 06:05AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Simonrs	
[4/23/23 06:21AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Simonrs	
[4/23/23 06:22AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Simonrs	
[4/23/23 06:27AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Simonrs	
