[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Madara	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madara	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madara	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:18PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Madara	
[4/16/23 02:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Madara	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Madara	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Madara	
[4/16/23 02:27PM] Player picked up item: Coin, id: 995, amount: 9600, owner: Madara	
[4/16/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 16, owner: Madara	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 17, owner: Madara	
[4/16/23 02:28PM] Player picked up item: Coin, id: 995, amount: 10800, owner: Madara	
[4/16/23 02:42PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Madara	
[4/16/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1976369, owner: Madara	
[4/16/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Madara	
[4/16/23 02:55PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Madara	
[4/16/23 03:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Madara	
[4/16/23 03:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Madara	
[4/16/23 03:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Madara	
[4/17/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Madara	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 1953409, owner: Madara	
[4/17/23 02:05PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Madara	
[4/17/23 02:09PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Madara	
[4/17/23 02:09PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Madara	
[4/17/23 02:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Madara	
[4/17/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Madara	
[4/17/23 02:13PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Madara	
[4/17/23 02:20PM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Madara	
[4/17/23 02:21PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Madara	
[4/17/23 02:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Madara	
[4/17/23 02:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Madara	
[4/17/23 02:24PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Madara	
[4/17/23 02:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Madara	
[4/17/23 02:26PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Madara	
[4/17/23 02:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Madara	
[4/17/23 02:28PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Madara	
[4/17/23 02:28PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Madara	
[4/17/23 02:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Madara	
[4/17/23 02:38PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Madara	
[4/17/23 02:38PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Madara	
[4/17/23 02:38PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Madara	
[4/17/23 02:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Madara	
[4/17/23 02:39PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Madara	
[4/17/23 02:48PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Madara	
[4/17/23 02:50PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Madara	
[4/17/23 02:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Madara	
[4/17/23 02:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Madara	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Madara	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Madara	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1187148, owner: Madara	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Madara	
[4/17/23 03:04PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Madara	
[4/17/23 03:09PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Madara	
[4/17/23 03:09PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Madara	
[4/17/23 03:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Madara	
[4/17/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Madara	
[4/17/23 03:15PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Madara	
[4/17/23 03:43PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Madara	
[4/17/23 04:32PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Madara	
