[4/20/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 09:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1288368, owner: Nub	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nub	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 09:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 09:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 10:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nub	
[4/20/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nub	
[4/20/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nub	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Nub	
[4/20/23 10:21AM] Player picked up item: Coin, id: 995, amount: 2039959, owner: Nub	
[4/20/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nub	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 2143031, owner: Nub	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nub	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nub	
[4/20/23 10:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nub	
[4/20/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nub	
[4/20/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1050897, owner: Nub	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nub	
[4/20/23 10:27AM] Player picked up item: Coin, id: 995, amount: 2257404, owner: Nub	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nub	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nub	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nub	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Nub	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nub	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nub	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nub	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nub	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nub	
