[4/15/23 07:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:23AM] Player picked up item: Coin, id: 995, amount: 1414636, owner: Ctg804	
[4/16/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ctg804	
[4/16/23 07:24AM] Player picked up item: Coin, id: 995, amount: 4376330, owner: Ctg804	
[4/16/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ctg804	
[4/16/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ctg804	
[4/16/23 07:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ctg804	
[4/16/23 07:30AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ctg804	
[4/16/23 07:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Ctg804	
[4/16/23 07:34AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ctg804	
[4/16/23 07:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/16/23 07:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:36AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ctg804	
[4/16/23 07:36AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:37AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/16/23 07:37AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:39AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ctg804	
[4/16/23 07:41AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/16/23 07:42AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ctg804	
[4/16/23 07:42AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:43AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:43AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/17/23 07:32AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: K8	
