[4/16/23 06:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kto	
[4/16/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kto	
[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:47PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kto	
[4/16/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kto	
[4/16/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kto	
[4/16/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kto	
[4/16/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kto	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kto	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kto	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kto	
[4/16/23 06:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kto	
[4/16/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kto	
[4/16/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kto	
[4/16/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kto	
[4/16/23 06:52PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Kto	
[4/16/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kto	
[4/16/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kto	
[4/16/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kto	
[4/16/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 06:58PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kto	
[4/16/23 06:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kto	
[4/16/23 06:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 06:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kto	
[4/16/23 07:00PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Kto	
[4/16/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kto	
[4/16/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 07:00PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kto	
[4/16/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kto	
[4/16/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kto	
[4/16/23 07:04PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kto	
[4/16/23 07:04PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kto	
[4/16/23 07:09PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kto	
[4/16/23 07:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kto	
[4/16/23 07:11PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kto	
[4/16/23 07:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kto	
[4/16/23 07:12PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kto	
[4/16/23 07:13PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kto	
[4/16/23 07:14PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kto	
[4/16/23 07:14PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kto	
[4/16/23 07:14PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kto	
[4/16/23 07:16PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kto	
[4/16/23 07:24PM] Player picked up item: Coin, id: 995, amount: 1071627, owner: Kto	
[4/16/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kto	
[4/17/23 04:20AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kto	
[4/17/23 04:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kto	
[4/17/23 04:25AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kto	
[4/17/23 04:25AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kto	
[4/17/23 04:27AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Kto	
[4/17/23 04:30AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Kto	
[4/17/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kto	
[4/17/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kto	
[4/17/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Kto	
[4/17/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kto	
[4/17/23 04:37AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Kto	
[4/17/23 04:37AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Kto	
[4/17/23 04:40AM] Player picked up item: Coin, id: 995, amount: 1925176, owner: Kto	
[4/17/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kto	
[4/17/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kto	
[4/17/23 05:05AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kto	
[4/17/23 05:05AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Kto	
[4/17/23 05:06AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kto	
[4/17/23 05:08AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Kto	
[4/17/23 05:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kto	
[4/17/23 05:16AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Kto	
[4/17/23 05:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kto	
[4/17/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/17/23 05:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kto	
[4/17/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/17/23 05:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kto	
[4/17/23 05:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kto	
[4/17/23 05:21AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Kto	
[4/17/23 05:24AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Kto	
[4/17/23 05:24AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Kto	
[4/17/23 05:26AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Kto	
[4/17/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/17/23 05:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kto	
[4/17/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kto	
[4/18/23 04:07AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kto	
[4/18/23 04:07AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kto	
[4/18/23 04:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kto	
[4/18/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/18/23 04:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kto	
[4/18/23 04:09AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kto	
[4/18/23 04:12AM] Player picked up item: Coin, id: 995, amount: 1922114, owner: Kto	
[4/18/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kto	
[4/18/23 04:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kto	
[4/18/23 04:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Kto	
[4/18/23 04:14AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kto	
[4/18/23 04:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kto	
[4/18/23 04:15AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kto	
[4/18/23 04:17AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kto	
[4/18/23 04:22AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kto	
[4/18/23 04:23AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kto	
[4/18/23 04:23AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kto	
