[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vibes	
[4/15/23 10:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vibes	
[4/15/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 10:20AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Vibes	
[4/15/23 10:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vibes	
[4/15/23 10:21AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Vibes	
[4/15/23 10:22AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vibes	
[4/15/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 10:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vibes	
[4/15/23 10:24AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Vibes	
[4/15/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 10:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 10:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 10:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 10:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 10:47AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Like My Peep	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 11:00AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vibes	
[4/15/23 11:29AM] Player picked up item: Coin, id: 995, amount: 1408825, owner: Vibes	
[4/15/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 11:34AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Vibes	
[4/15/23 11:34AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vibes	
[4/15/23 11:34AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vibes	
[4/15/23 11:35AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vibes	
[4/15/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 15, owner: Vibes	
[4/15/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vibes	
[4/15/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Vibes	
[4/15/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vibes	
[4/15/23 11:38AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vibes	
[4/15/23 11:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vibes	
[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Vibes	
[4/15/23 11:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 11:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vibes	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 11:59AM] Player picked up item: Coin, id: 995, amount: 2309276, owner: Vibes	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 12:29PM] Player picked up item: Coin, id: 995, amount: 2164402, owner: Vibes	
[4/15/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vibes	
[4/15/23 12:30PM] Player picked up item: Coin, id: 995, amount: 3847516, owner: Vibes	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Vibes	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vibes	
[4/15/23 12:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vibes	
[4/15/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vibes	
[4/15/23 12:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vibes	
[4/15/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 12:38PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vibes	
[4/15/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vibes	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 2042837, owner: Vibes	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 01:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 01:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vibes	
[4/15/23 01:56PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Vibes	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Vibes	
[4/15/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Vibes	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Vibes	
[4/15/23 02:10PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vibes	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Vibes	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vibes	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vibes	
[4/15/23 03:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vibes	
[4/15/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 03:57PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vibes	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vibes	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vibes	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 04:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vibes	
[4/15/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 04:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vibes	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Vibes	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Vibes	
[4/15/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vibes	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vibes	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Vibes	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vibes	
[4/15/23 05:02PM] Player picked up item: Coin, id: 995, amount: 1004733, owner: Vibes	
[4/15/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vibes	
[4/15/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vibes	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vibes	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vibes	
[4/15/23 06:31PM] Player picked up item: Coin, id: 995, amount: 3951495, owner: Vibes	
[4/15/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vibes	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Vibes	
[4/15/23 06:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vibes	
[4/15/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vibes	
[4/15/23 06:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Vibes	
