[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 2016898, owner: Xio	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xio	
[4/20/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xio	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xio	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 10:21AM] Player picked up item: Coin, id: 995, amount: 2409286, owner: Xio	
[4/20/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xio	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 3379501, owner: Xio	
[4/20/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2407374, owner: Xio	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 10:27AM] Player picked up item: Coin, id: 995, amount: 1570504, owner: Xio	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xio	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xio	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xio	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xio	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xio	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xio	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xio	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xio	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1111679, owner: Xio	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 2399965, owner: Xio	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 2479078, owner: Xio	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xio	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 2091635, owner: Xio	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xio	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xio	
[4/20/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xio	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xio	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xio	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xio	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xio	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xio	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 10:51AM] Player picked up item: Coin, id: 995, amount: 1098265, owner: Xio	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Xio	
[4/20/23 10:52AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Xio	
[4/20/23 10:52AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Xio	
[4/20/23 10:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Xio	
[4/20/23 10:52AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xio	
[4/20/23 10:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Xio	
[4/20/23 10:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Xio	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xio	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 11:51AM] Player picked up item: Coin, id: 995, amount: 1630634, owner: Xio	
[4/20/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 11:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xio	
[4/20/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xio	
[4/20/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xio	
[4/20/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Xio	
[4/20/23 12:00PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Xio	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xio	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 1591713, owner: Xio	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 12:21PM] Player picked up item: Coin, id: 995, amount: 3271972, owner: Xio	
[4/20/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xio	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xio	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xio	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xio	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Xio	
[4/20/23 12:44PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Xio	
[4/20/23 12:44PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 12:44PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:45PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Xio	
[4/20/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1420951, owner: Xio	
[4/20/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xio	
[4/20/23 12:51PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 12:51PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:51PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:52PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Xio	
[4/20/23 12:52PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Xio	
[4/20/23 12:53PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Xio	
[4/20/23 12:53PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Xio	
[4/20/23 12:53PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 54000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 54000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 12:54PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Xio	
[4/20/23 01:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xio	
[4/20/23 01:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xio	
[4/20/23 01:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xio	
[4/20/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xio	
[4/20/23 01:12PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Xio	
[4/20/23 01:17PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Xio	
[4/20/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 01:21PM] Player picked up item: Coin, id: 995, amount: 4443155, owner: Xio	
[4/20/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xio	
[4/20/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Xio	
[4/20/23 01:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xio	
[4/20/23 01:30PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Xio	
[4/20/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xio	
[4/20/23 01:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xio	
[4/20/23 01:35PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 01:51PM] Player picked up item: Coin, id: 995, amount: 1183968, owner: Xio	
[4/20/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xio	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xio	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xio	
[4/20/23 04:50PM] Player picked up item: Coin, id: 995, amount: 2188141, owner: Xio	
[4/20/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xio	
[4/20/23 05:12PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Xio	
[4/20/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1741352, owner: Xio	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 2194559, owner: Xio	
[4/20/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xio	
[4/20/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xio	
[4/20/23 05:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xio	
[4/20/23 05:47PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Xio	
[4/20/23 05:49PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xio	
[4/20/23 05:49PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xio	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1163083, owner: Xio	
[4/20/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xio	
[4/20/23 05:52PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xio	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xio	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Xio	
[4/20/23 06:00PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xio	
[4/20/23 06:01PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xio	
[4/20/23 06:05PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xio	
[4/20/23 06:05PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xio	
[4/20/23 06:06PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xio	
[4/20/23 06:12PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Xio	
[4/20/23 06:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xio	
[4/21/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Zshana	
