[4/17/23 11:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Payne	
[4/18/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 02:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Payne	
[4/18/23 02:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 02:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 02:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 02:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 03:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:01AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:01AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:04AM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:06AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Payne	
[4/18/23 03:06AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Payne	
[4/18/23 03:16AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Payne	
[4/18/23 03:16AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Payne	
[4/18/23 03:16AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Payne	
[4/18/23 03:17AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Payne	
[4/18/23 03:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:18AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Payne	
[4/18/23 03:18AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Payne	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:22AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Payne	
[4/18/23 03:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:26AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Payne	
[4/18/23 03:26AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Payne	
[4/18/23 03:26AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Payne	
[4/18/23 03:27AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:29AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:31AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Payne	
[4/18/23 03:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Payne	
[4/18/23 03:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:42AM] Player picked up item: Coin, id: 995, amount: 1618248, owner: Payne	
[4/18/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Payne	
[4/18/23 03:43AM] Player picked up item: Coin, id: 995, amount: 2869269, owner: Payne	
[4/18/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Payne	
[4/18/23 03:47AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Payne	
[4/18/23 03:47AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Payne	
[4/18/23 03:47AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Payne	
[4/18/23 03:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Payne	
[4/18/23 03:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Payne	
[4/18/23 04:42AM] Player picked up item: Coin, id: 995, amount: 1128400, owner: Payne	
[4/18/23 04:43AM] Player picked up item: Coin, id: 995, amount: 3704179, owner: Payne	
[4/18/23 04:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Payne	
[4/18/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Payne	
[4/18/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Payne	
[4/18/23 04:45AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Payne	
[4/18/23 04:50AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Payne	
[4/25/23 12:03PM] Player picked up item: Vote scroll, id: 23020, amount: 2, owner: Payne	
