[4/15/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mts Aurexk	
[4/15/23 01:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mts Aurexk	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mts Aurexk	
[4/15/23 01:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mts Aurexk	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mts Aurexk	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mts Aurexk	
[4/15/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 01:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1487264, owner: Mts Aurexk	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mts Aurexk	
[4/15/23 02:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
