[4/23/23 12:27AM] Player picked up item: Coin, id: 995, amount: 900, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Life	
[4/23/23 01:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Life	
[4/23/23 01:48AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Life	
[4/23/23 01:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Life	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Life	
[4/23/23 01:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 01:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Life	
[4/23/23 01:59AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Life	
[4/23/23 01:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:59AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Life	
