[4/17/23 01:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Goo	
[4/17/23 02:43PM] Player picked up item: Coin, id: 995, amount: 500, owner: Goo	
[4/17/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 02:48PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Goo	
[4/17/23 02:48PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Goo	
[4/17/23 02:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Goo	
[4/17/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 02:52PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Goo	
[4/17/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Goo	
[4/17/23 02:54PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Goo	
[4/17/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Goo	
[4/17/23 02:54PM] Player picked up item: Coin, id: 995, amount: 800, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Goo	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 02:57PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Goo	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 02:58PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Goo	
[4/17/23 02:59PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Goo	
[4/17/23 02:59PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Goo	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Goo	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1476180, owner: Goo	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Goo	
[4/17/23 03:03PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 03:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:13PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Goo	
[4/17/23 03:14PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:14PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Goo	
[4/17/23 03:15PM] Player picked up item: Coin, id: 995, amount: 700, owner: Goo	
[4/17/23 03:18PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goo	
[4/17/23 03:18PM] Player picked up item: Coin, id: 995, amount: 800, owner: Goo	
[4/17/23 03:18PM] Player picked up item: Coin, id: 995, amount: 800, owner: Goo	
[4/17/23 03:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Goo	
[4/17/23 03:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Goo	
[4/17/23 03:24PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Goo	
[4/17/23 03:25PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Goo	
[4/17/23 03:25PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Goo	
[4/17/23 03:25PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Goo	
[4/17/23 03:25PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Goo	
[4/17/23 03:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Goo	
[4/17/23 03:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Goo	
[4/17/23 03:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Goo	
[4/17/23 03:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goo	
[4/17/23 03:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goo	
[4/17/23 03:28PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Goo	
[4/17/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2178214, owner: Goo	
[4/17/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Goo	
[4/17/23 03:34PM] Player picked up item: Coin, id: 995, amount: 3277933, owner: Goo	
[4/17/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Goo	
[4/17/23 03:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Goo	
[4/17/23 03:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Goo	
[4/17/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 03:59PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Goo	
[4/17/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1458904, owner: Goo	
[4/17/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Goo	
[4/17/23 04:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 04:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 04:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 04:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/17/23 04:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/17/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/17/23 04:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Goo	
[4/17/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Goo	
[4/17/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Goo	
[4/17/23 04:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/17/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Goo	
[4/17/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1066561, owner: Goo	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Goo	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Goo	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Goo	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Goo	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Goo	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Goo	
[4/18/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Goo	
[4/18/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Goo	
[4/18/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/18/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/18/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/18/23 01:05AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Goo	
[4/18/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/18/23 01:05AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Goo	
[4/18/23 01:07AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Goo	
[4/18/23 01:07AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Goo	
[4/18/23 01:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/18/23 01:11AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Goo	
[4/18/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Goo	
[4/18/23 01:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/18/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/18/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/18/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Goo	
[4/18/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/18/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Goo	
[4/18/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Goo	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Goo	
[4/18/23 01:40AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Goo	
[4/18/23 01:40AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Goo	
[4/18/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Goo	
[4/18/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Goo	
[4/18/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Goo	
[4/18/23 01:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Goo	
[4/18/23 01:48AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Goo	
[4/18/23 01:48AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Goo	
[4/18/23 01:51AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Goo	
[4/18/23 01:51AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Goo	
[4/18/23 02:04AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Goo	
[4/18/23 02:04AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Goo	
[4/18/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Goo	
[4/18/23 02:20AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Goo	
[4/18/23 02:20AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Goo	
[4/18/23 02:28AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Goo	
[4/18/23 02:28AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Goo	
[4/18/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Goo	
