[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mango3125	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mango3125	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mango3125	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mango3125	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mango3125	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mango3125	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mango3125	
[4/16/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mango3125	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mango3125	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mango3125	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mango3125	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mango3125	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mango3125	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mango3125	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mango3125	
[4/16/23 01:24PM] Player picked up item: Coin, id: 995, amount: 2623459, owner: Mango3125	
[4/16/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mango3125	
[4/16/23 01:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mango3125	
[4/16/23 01:50PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Vet Ratskii	
[4/16/23 01:56PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Mango3125	
[4/16/23 01:56PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Mango3125	
[4/16/23 01:56PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Mango3125	
[4/16/23 01:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Mango3125	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mango3125	
[4/16/23 01:57PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mango3125	
[4/16/23 01:57PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mango3125	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mango3125	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mango3125	
[4/16/23 02:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mango3125	
[4/16/23 02:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mango3125	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mango3125	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:09PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Mango3125	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mango3125	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mango3125	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mango3125	
[4/16/23 02:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mango3125	
[4/16/23 02:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mango3125	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mango3125	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mango3125	
[4/16/23 02:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mango3125	
[4/16/23 02:17PM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Mana	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Mango3125	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Mango3125	
[4/16/23 02:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mango3125	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mango3125	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mango3125	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mango3125	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Mango3125	
[4/16/23 02:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mango3125	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 1769700, owner: Mango3125	
[4/16/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mango3125	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 2710982, owner: Mango3125	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mango3125	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mango3125	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mango3125	
