[4/16/23 02:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Razvy	
[4/16/23 02:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Razvy	
[4/16/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Razvy	
[4/16/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Razvy	
[4/16/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/16/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Razvy	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Razvy	
[4/16/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Razvy	
[4/16/23 03:19PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Razvy	
[4/16/23 03:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Razvy	
[4/16/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Razvy	
[4/16/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:23PM] Player picked up item: Coin, id: 995, amount: 2253834, owner: Razvy	
[4/16/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Razvy	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Razvy	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Razvy	
[4/16/23 03:32PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Razvy	
[4/16/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Razvy	
[4/16/23 03:32PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Razvy	
[4/16/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Razvy	
[4/16/23 03:34PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Razvy	
[4/16/23 03:36PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Razvy	
[4/16/23 03:40PM] Player picked up item: Coin, id: 995, amount: 800, owner: Razvy	
[4/16/23 03:42PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Razvy	
[4/16/23 03:46PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Razvy	
[4/16/23 03:47PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Razvy	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 1537245, owner: Razvy	
[4/16/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Razvy	
[4/16/23 03:55PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Razvy	
[4/16/23 03:57PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Razvy	
[4/16/23 03:57PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Razvy	
[4/16/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Razvy	
[4/16/23 04:05PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Razvy	
[4/16/23 04:08PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Razvy	
[4/16/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/16/23 04:09PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Razvy	
[4/16/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 02:46AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Razvy	
[4/17/23 02:46AM] Player picked up item: Coin, id: 995, amount: 600, owner: Razvy	
[4/17/23 02:46AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Razvy	
[4/17/23 02:46AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Razvy	
[4/17/23 02:47AM] Player picked up item: Coin, id: 995, amount: 600, owner: Razvy	
[4/17/23 02:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Razvy	
[4/17/23 02:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Razvy	
[4/17/23 02:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Razvy	
[4/17/23 02:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Razvy	
[4/17/23 02:48AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Razvy	
[4/17/23 02:48AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Razvy	
[4/17/23 02:48AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Razvy	
[4/17/23 02:49AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Razvy	
[4/17/23 02:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Razvy	
[4/17/23 02:49AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Razvy	
[4/17/23 02:49AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Razvy	
[4/17/23 02:50AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Razvy	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Razvy	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Razvy	
[4/17/23 02:52AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Razvy	
[4/17/23 02:52AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Razvy	
[4/17/23 02:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Razvy	
[4/17/23 02:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Razvy	
[4/17/23 02:54AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Razvy	
[4/17/23 02:54AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Razvy	
[4/17/23 02:55AM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Razvy	
[4/17/23 02:55AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Razvy	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Razvy	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Razvy	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Razvy	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Razvy	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Razvy	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Razvy	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Razvy	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Razvy	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Razvy	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Razvy	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Razvy	
[4/17/23 09:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 09:29AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Razvy	
[4/17/23 09:32AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Razvy	
[4/17/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2482803, owner: Razvy	
[4/17/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Razvy	
[4/17/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Razvy	
[4/17/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Razvy	
[4/17/23 09:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Razvy	
[4/17/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Razvy	
[4/17/23 09:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Razvy	
[4/17/23 09:48AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Razvy	
[4/17/23 09:49AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Razvy	
[4/17/23 09:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Razvy	
[4/17/23 09:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Razvy	
[4/17/23 09:51AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Razvy	
[4/17/23 09:51AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Razvy	
[4/17/23 09:52AM] Player picked up item: Coin, id: 995, amount: 900, owner: Razvy	
[4/17/23 09:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Razvy	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Razvy	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Razvy	
[4/17/23 10:40AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Razvy	
[4/17/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Razvy	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Razvy	
[4/17/23 11:16AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Razvy	
[4/17/23 11:17AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Razvy	
[4/17/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Razvy	
[4/17/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Razvy	
[4/17/23 11:23AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Razvy	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Razvy	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2488259, owner: Razvy	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Razvy	
[4/17/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Razvy	
[4/17/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Razvy	
[4/17/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Razvy	
[4/17/23 11:35AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Razvy	
[4/17/23 11:35AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Razvy	
[4/17/23 11:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Razvy	
[4/17/23 11:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Razvy	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Razvy	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Razvy	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Razvy	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Razvy	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1784576, owner: Razvy	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Razvy	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Razvy	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1843375, owner: Razvy	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Razvy	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Razvy	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Razvy	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Razvy	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Razvy	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Razvy	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Razvy	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Razvy	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Razvy	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Razvy	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Razvy	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Razvy	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Razvy	
[4/17/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muddyboy	
[4/17/23 12:17PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muddyboy	
[4/17/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Razvy	
[4/17/23 12:17PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Razvy	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Razvy	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Razvy	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Razvy	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Razvy	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Razvy	
[4/17/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Nelly	
[4/17/23 04:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nelly	
[4/17/23 06:57PM] Player picked up item: Super restore (2), id: 3028, amount: 1, owner: Light	
[4/17/23 07:37PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sharpy0123	
[4/18/23 03:02AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Liam	
[4/18/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 644, owner: Nky	
[4/18/23 01:43PM] Player picked up item: Clean Turmeric, id: 922, amount: 1, owner: Nky	
[4/19/23 08:14AM] Player picked up item: Transfer Crystal, id: 8788, amount: 7, owner: Razvy	
[4/19/23 04:13PM] Player picked up item: Adamant platebody (h2), id: 19485, amount: 1, owner: Razvy	
[4/20/23 05:25AM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 2, owner: Razvy	
[4/20/23 05:25AM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Razvy	
