[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:06PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Insomnium	
[4/18/23 02:08PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Insomnium	
