[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ozoak	
[4/23/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:51AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ozoak	
[4/23/23 05:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
[4/23/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ozoak	
[4/23/23 05:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
[4/23/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
[4/23/23 05:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ozoak	
[4/23/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ozoak	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ozoak	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ozoak	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ozoak	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ozoak	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ozoak	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
