[4/18/23 09:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: F3ez	
[4/18/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:32PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:37PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Coin, id: 995, amount: 600, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Coin, id: 995, amount: 900, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: F3ez	
[4/18/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 09:39PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: F3ez	
[4/18/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: F3ez	
[4/18/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: F3ez	
[4/18/23 10:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 10:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: F3ez	
[4/18/23 10:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: F3ez	
[4/18/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:05PM] Player picked up item: Coin, id: 995, amount: 800, owner: F3ez	
[4/18/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: F3ez	
[4/18/23 10:06PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: F3ez	
[4/18/23 10:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: F3ez	
[4/18/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: F3ez	
[4/18/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Coin, id: 995, amount: 1200, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: F3ez	
[4/18/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: F3ez	
[4/18/23 10:16PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: F3ez	
[4/18/23 10:16PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: F3ez	
[4/18/23 10:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: F3ez	
[4/18/23 10:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: F3ez	
[4/18/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: F3ez	
[4/18/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: F3ez	
[4/18/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: F3ez	
[4/18/23 10:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: F3ez	
[4/18/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: F3ez	
[4/18/23 10:52PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: F3ez	
[4/18/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/18/23 10:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: F3ez	
[4/18/23 10:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: F3ez	
[4/18/23 11:02PM] Player picked up item: Coin, id: 995, amount: 2100, owner: F3ez	
[4/18/23 11:02PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: F3ez	
[4/18/23 11:02PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: F3ez	
[4/18/23 11:03PM] Player picked up item: Coin, id: 995, amount: 700, owner: F3ez	
[4/18/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: F3ez	
[4/18/23 11:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: F3ez	
[4/18/23 11:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: F3ez	
[4/18/23 11:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: F3ez	
[4/18/23 11:09PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: F3ez	
[4/18/23 11:10PM] Player picked up item: Coin, id: 995, amount: 800, owner: F3ez	
[4/18/23 11:10PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: F3ez	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/18/23 11:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: F3ez	
[4/18/23 11:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: F3ez	
[4/18/23 11:18PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: F3ez	
[4/18/23 11:18PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: F3ez	
[4/18/23 11:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: F3ez	
[4/19/23 12:00AM] Player picked up item: Coin, id: 995, amount: 1000, owner: F3ez	
[4/19/23 12:02AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: F3ez	
[4/19/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: F3ez	
[4/19/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/19/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/19/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/19/23 12:13AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: F3ez	
[4/19/23 12:14AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: F3ez	
[4/19/23 12:16AM] Player picked up item: Coin, id: 995, amount: 10000, owner: F3ez	
[4/19/23 12:16AM] Player picked up item: Coin, id: 995, amount: 8000, owner: F3ez	
[4/19/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/19/23 12:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: F3ez	
[4/19/23 12:21AM] Player picked up item: Coin, id: 995, amount: 4000, owner: F3ez	
[4/19/23 12:29AM] Player picked up item: Coin, id: 995, amount: 4000, owner: F3ez	
[4/19/23 12:35AM] Player picked up item: $10 Bond, id: 23057, amount: 15, owner: Raynes 911	
[4/19/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1448679, owner: F3ez	
[4/19/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: F3ez	
[4/19/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: F3ez	
[4/19/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: F3ez	
[4/19/23 12:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: F3ez	
[4/19/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/19/23 05:42PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: F3ez	
[4/19/23 05:42PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: F3ez	
[4/19/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1733586, owner: F3ez	
[4/19/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: F3ez	
[4/19/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: F3ez	
[4/19/23 06:15PM] Player picked up item: Coin, id: 995, amount: 2214112, owner: F3ez	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: F3ez	
[4/19/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: F3ez	
[4/19/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F3ez	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: F3ez	
[4/19/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/19/23 06:31PM] Player picked up item: Coin, id: 995, amount: 6000, owner: F3ez	
[4/19/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2341518, owner: F3ez	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: F3ez	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: F3ez	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: F3ez	
[4/19/23 06:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: F3ez	
[4/19/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F3ez	
[4/19/23 07:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: F3ez	
