[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 12:36PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Army	
[4/19/23 12:37PM] Player picked up item: Coin, id: 995, amount: 6300, owner: Army	
[4/19/23 12:38PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Army	
[4/19/23 12:38PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Army	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Army	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Army	
[4/19/23 12:41PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Army	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Army	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Army	
[4/19/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Army	
[4/19/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Army	
[4/19/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Army	
[4/19/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Army	
[4/19/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Army	
[4/19/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Army	
[4/19/23 08:15PM] Player picked up item: Coin, id: 995, amount: 1724127, owner: Army	
[4/19/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Army	
[4/19/23 08:17PM] Player picked up item: Coin, id: 995, amount: 3056905, owner: Army	
[4/19/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Army	
[4/19/23 08:33PM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Army	
[4/19/23 08:39PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Army	
[4/19/23 08:46PM] Player picked up item: Coin, id: 995, amount: 2350043, owner: Army	
[4/19/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Army	
[4/20/23 09:04AM] Player picked up item: Coin, id: 995, amount: 33000, owner: Army	
