[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 900, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Crityourclit	
[4/21/23 09:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Crityourclit	
[4/21/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Crityourclit	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Crityourclit	
[4/21/23 09:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Crityourclit	
[4/21/23 09:06AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Crityourclit	
[4/21/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:28AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Coin, id: 995, amount: 600, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Coin, id: 995, amount: 600, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 09:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Crityourclit	
[4/21/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Crityourclit	
[4/21/23 09:34AM] Player picked up item: Coin, id: 995, amount: 1299104, owner: Crityourclit	
[4/21/23 09:35AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Crityourclit	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 09:35AM] Player picked up item: Coin, id: 995, amount: 700, owner: Crityourclit	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Crityourclit	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Crityourclit	
[4/21/23 09:37AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Crityourclit	
[4/21/23 09:39AM] Player picked up item: Coin, id: 995, amount: 700, owner: Crityourclit	
[4/21/23 09:41AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Crityourclit	
[4/21/23 09:46AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Crityourclit	
[4/21/23 09:46AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Crityourclit	
[4/21/23 09:46AM] Player picked up item: Coin, id: 995, amount: 5600, owner: Crityourclit	
[4/21/23 09:47AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Crityourclit	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 1047109, owner: Crityourclit	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Crityourclit	
