[4/16/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 04:56AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Erikenzo	
[4/16/23 04:57AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Erikenzo	
[4/16/23 05:00AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Erikenzo	
[4/16/23 08:03AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Erikenzo	
[4/16/23 08:03AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Erikenzo	
[4/16/23 08:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Erikenzo	
[4/16/23 08:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Erikenzo	
[4/16/23 08:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Erikenzo	
[4/16/23 08:17AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Erikenzo	
[4/16/23 08:17AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Erikenzo	
[4/16/23 08:18AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Erikenzo	
[4/16/23 08:18AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Erikenzo	
[4/16/23 08:18AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Erikenzo	
[4/16/23 08:19AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Erikenzo	
[4/16/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 18, owner: Erikenzo	
[4/16/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Erikenzo	
[4/16/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Erikenzo	
[4/16/23 08:24AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Erikenzo	
[4/16/23 08:24AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Erikenzo	
[4/16/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Erikenzo	
[4/16/23 08:30AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Erikenzo	
[4/16/23 08:31AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Erikenzo	
[4/16/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Erikenzo	
[4/16/23 08:33AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Erikenzo	
[4/16/23 08:33AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Erikenzo	
[4/16/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Erikenzo	
[4/16/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Erikenzo	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Erikenzo	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Erikenzo	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Erikenzo	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Erikenzo	
[4/16/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Erikenzo	
[4/16/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Erikenzo	
[4/16/23 08:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Erikenzo	
[4/16/23 08:53AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Erikenzo	
[4/16/23 08:53AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Erikenzo	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1690957, owner: Erikenzo	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Erikenzo	
[4/16/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 09:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Erikenzo	
[4/16/23 09:09AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Erikenzo	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Erikenzo	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Erikenzo	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Erikenzo	
[4/16/23 09:11AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Erikenzo	
[4/17/23 05:58AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Erikenzo	
[4/18/23 01:44PM] Player picked up item: Tormented Cape, id: 21039, amount: 1, owner: Erikenzo	
[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Erikenzo	
[4/19/23 06:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Erikenzo	
[4/19/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Erikenzo	
[4/19/23 06:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Erikenzo	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Erikenzo	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Erikenzo	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Erikenzo	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 2162749, owner: Erikenzo	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Erikenzo	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Erikenzo	
[4/25/23 12:43PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Erikenzo	
