[4/21/23 12:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Andy	
[4/21/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andy	
[4/21/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Andy	
[4/21/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Andy	
[4/21/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andy	
[4/21/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Andy	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Andy	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Andy	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Andy	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Andy	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Andy	
[4/21/23 01:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Andy	
[4/21/23 01:13PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Andy	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Andy	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Andy	
