[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/20/23 10:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/20/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Double P	
[4/20/23 10:50PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Double P	
[4/20/23 10:50PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Double P	
[4/20/23 11:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Double P	
[4/20/23 11:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Double P	
[4/20/23 11:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Double P	
[4/20/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/20/23 11:21PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Double P	
[4/20/23 11:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/20/23 11:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/20/23 11:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/20/23 11:25PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Double P	
[4/20/23 11:28PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Double P	
[4/20/23 11:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/20/23 11:29PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Double P	
[4/20/23 11:35PM] Player picked up item: Coin, id: 995, amount: 2651950, owner: Double P	
[4/20/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Double P	
[4/20/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Double P	
[4/20/23 11:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Double P	
[4/20/23 11:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Double P	
[4/20/23 11:46PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Double P	
[4/21/23 12:07AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Double P	
[4/21/23 12:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/21/23 12:18AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/21/23 07:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/21/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/21/23 07:32PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Double P	
[4/21/23 07:32PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Double P	
[4/21/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1563002, owner: Double P	
[4/21/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Double P	
[4/21/23 07:36PM] Player picked up item: Coin, id: 995, amount: 2039109, owner: Double P	
[4/21/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Double P	
[4/21/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 07:38PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Double P	
[4/21/23 07:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 07:38PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Double P	
[4/21/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/21/23 07:39PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Double P	
[4/21/23 07:39PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Double P	
[4/21/23 07:40PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Double P	
[4/21/23 07:40PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Double P	
[4/21/23 07:40PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/21/23 07:41PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Double P	
[4/21/23 07:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 07:41PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/21/23 07:42PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 07:42PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Double P	
[4/21/23 07:43PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Double P	
[4/21/23 07:43PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Double P	
[4/21/23 07:44PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Double P	
[4/21/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 07:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Double P	
[4/21/23 07:51PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Double P	
[4/21/23 07:51PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Double P	
[4/21/23 08:05PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:05PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Double P	
[4/21/23 08:05PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Double P	
[4/21/23 08:05PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:05PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:06PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Double P	
[4/21/23 08:33PM] Player picked up item: Coin, id: 995, amount: 2466551, owner: Double P	
[4/21/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Double P	
[4/21/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Double P	
[4/21/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Double P	
[4/21/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Double P	
[4/21/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Double P	
[4/21/23 08:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Double P	
[4/21/23 08:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:38PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:38PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 08:38PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 08:39PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Double P	
[4/21/23 08:39PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 08:41PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 08:41PM] Player picked up item: Coin, id: 995, amount: 35000, owner: Double P	
[4/21/23 08:42PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Double P	
[4/21/23 08:42PM] Player picked up item: Coin, id: 995, amount: 35000, owner: Double P	
[4/21/23 08:44PM] Player picked up item: Coin, id: 995, amount: 56000, owner: Double P	
[4/21/23 08:44PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Double P	
[4/21/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Double P	
[4/21/23 08:44PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:46PM] Player picked up item: Coin, id: 995, amount: 70000, owner: Double P	
[4/21/23 08:46PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:46PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/21/23 08:47PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Double P	
[4/21/23 08:47PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:48PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Double P	
[4/21/23 08:48PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:48PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:49PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:49PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 08:51PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Double P	
[4/21/23 08:52PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:52PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 08:57PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 08:57PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Double P	
[4/21/23 09:02PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Double P	
[4/21/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Double P	
[4/21/23 09:02PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Double P	
[4/21/23 09:04PM] Player picked up item: Coin, id: 995, amount: 1463706, owner: Double P	
[4/21/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 77000, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Double P	
[4/21/23 09:07PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Double P	
[4/21/23 09:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/21/23 09:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/21/23 09:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/21/23 09:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 09:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 09:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/21/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/21/23 09:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Double P	
[4/21/23 09:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Double P	
[4/21/23 10:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Double P	
[4/21/23 10:01PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Double P	
[4/23/23 02:16AM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Double P	
[4/23/23 02:16AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Double P	
[4/23/23 02:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Double P	
[4/23/23 02:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/23/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/23/23 02:24AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/23/23 02:24AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Double P	
[4/23/23 02:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/23/23 02:26AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Double P	
[4/23/23 02:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/23/23 02:27AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/23/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/23/23 02:28AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Double P	
[4/23/23 02:28AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Double P	
[4/23/23 02:28AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Double P	
[4/23/23 02:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/23/23 02:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/23/23 02:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/23/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/23/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/23/23 02:31AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Double P	
[4/23/23 02:31AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Double P	
[4/23/23 02:31AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Double P	
[4/23/23 02:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Double P	
[4/23/23 02:32AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/23/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Double P	
[4/23/23 02:34AM] Player picked up item: Coin, id: 995, amount: 3987110, owner: Double P	
[4/23/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Double P	
[4/23/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Double P	
[4/23/23 02:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Double P	
[4/23/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Double P	
[4/23/23 02:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Double P	
