[4/16/23 04:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:21PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:21PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:22PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Nelpme	
[4/16/23 04:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:26PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelpme	
[4/16/23 04:26PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelpme	
[4/16/23 04:26PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelpme	
[4/16/23 04:28PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nelpme	
[4/16/23 04:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelpme	
[4/16/23 04:28PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelpme	
[4/16/23 04:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelpme	
[4/16/23 04:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelpme	
[4/16/23 04:29PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Nelpme	
[4/16/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelpme	
[4/16/23 04:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:43PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:45PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nelpme	
[4/16/23 04:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelpme	
[4/16/23 04:45PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelpme	
[4/16/23 04:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:46PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Nelpme	
[4/16/23 04:47PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelpme	
[4/16/23 04:47PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:48PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:48PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 04:52PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nelpme	
[4/16/23 04:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelpme	
[4/16/23 04:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelpme	
[4/16/23 04:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelpme	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelpme	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelpme	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelpme	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelpme	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelpme	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nelpme	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nelpme	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nelpme	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Nelpme	
[4/16/23 05:12PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelpme	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 1487374, owner: Nelpme	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nelpme	
