[4/22/23 06:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Wild	
[4/22/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/22/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wild	
[4/22/23 06:53AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Wild	
[4/22/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Wild	
[4/22/23 06:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:54AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Wild	
[4/22/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Wild	
[4/22/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wild	
[4/22/23 06:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wild	
[4/22/23 06:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Wild	
[4/22/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wild	
[4/22/23 06:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Wild	
[4/22/23 06:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wild	
[4/22/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 06:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/22/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/22/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Wild	
[4/22/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wild	
[4/22/23 07:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/22/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Wild	
[4/23/23 09:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Wild	
[4/23/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wild	
[4/23/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Wild	
[4/23/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wild	
[4/23/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Wild	
