[4/16/23 09:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Hated	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Hated	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Hated	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2412581, owner: Iron Hated	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2457174, owner: Iron Hated	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1953686, owner: Iron Hated	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1880101, owner: Iron Hated	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3710437, owner: Iron Hated	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Hated	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2115851, owner: Iron Hated	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Hated	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2909540, owner: Iron Hated	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Hated	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3241101, owner: Iron Hated	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Hated	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Hated	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Hated	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Hated	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Hated	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Hated	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Hated	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Hated	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Hated	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Hated	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Hated	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Iron Hated	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Hated	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Hated	
[4/16/23 09:51AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Iron Hated	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 2316710, owner: Iron Hated	
[4/16/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Iron Hated	
[4/16/23 10:07AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Iron Hated	
[4/16/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Iron Hated	
[4/16/23 10:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Hated	
[4/16/23 10:20AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Hated	
[4/16/23 10:21AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Hated	
[4/16/23 10:21AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Hated	
[4/16/23 10:23AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Iron Hated	
[4/16/23 10:23AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Hated	
[4/16/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2857641, owner: Iron Hated	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Hated	
[4/16/23 10:34AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Hated	
[4/16/23 11:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Iron Hated	
[4/16/23 11:02AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Hated	
[4/16/23 11:02AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Hated	
[4/16/23 11:03AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Hated	
[4/16/23 11:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Hated	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1053942, owner: Iron Hated	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2537344, owner: Iron Hated	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Hated	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Hated	
[4/16/23 11:54AM] Player picked up item: Coin, id: 995, amount: 2393936, owner: Iron Hated	
[4/16/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 12:30PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Iron Hated	
[4/16/23 12:37PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:38PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:43PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:47PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:49PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:50PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:53PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1788397, owner: Iron Hated	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:10PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:12PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:19PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:21PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Hated	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 1865058, owner: Iron Hated	
[4/16/23 01:25PM] Player picked up item: Coin, id: 995, amount: 2817536, owner: Iron Hated	
[4/16/23 01:27PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:32PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:33PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Hated	
[4/16/23 01:39PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/16/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1379851, owner: Iron Hated	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Hated	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Hated	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Hated	
[4/17/23 09:34AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Iron Hated	
[4/17/23 09:35AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Iron Hated	
[4/17/23 09:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Hated	
[4/17/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1621709, owner: Iron Hated	
[4/17/23 09:44AM] Player picked up item: Coin, id: 995, amount: 4303678, owner: Iron Hated	
[4/17/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Hated	
[4/17/23 09:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Hated	
[4/17/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Hated	
[4/17/23 09:50AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Hated	
[4/17/23 09:50AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Hated	
[4/17/23 09:56AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Iron Hated	
[4/17/23 09:56AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Iron Hated	
[4/17/23 09:56AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Iron Hated	
